gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,group
C22orf24,0.96374416,-0.356521035,0.571,0.457,1,NO
ANKRD36BP2,0.819235069,-0.356538737,0.529,0.571,1,NO
CYP4F24P,NA,-0.356565097,0.143,0.1,NA,NO
KCNIP2,0.087708984,-0.356628352,0.843,0.729,1,NO
ST8SIA3,0.231025976,-0.356702167,0.914,0.771,1,NO
VPS13D,0.28773085,-0.356812233,0.957,0.943,1,NO
TEAD4,0.502241673,-0.356856428,0.543,0.471,1,NO
CDRT1,NA,-0.356934545,0.271,0.314,NA,NO
STKLD1,NA,-0.357047795,0.329,0.414,NA,NO
ZNF224,0.92334366,-0.35708838,0.729,0.543,1,NO
BMP7,0.396831058,-0.357156583,0.257,0.2,1,NO
SLC39A14,0.193014665,-0.357190162,0.814,0.914,1,NO
EXOC6,0.307161928,-0.357301972,0.943,0.929,1,NO
CCND2-AS1,NA,-0.357482324,0.686,0.514,NA,NO
FAM171A1,0.026172772,-0.357734197,0.957,0.971,1,NO
L3MBTL1,0.626999722,-0.357762694,0.571,0.6,1,NO
MLLT3,0.114312181,-0.357780668,0.943,0.9,1,NO
MAST2,0.022840235,-0.357803461,0.9,0.914,1,NO
CACNA1C,0.119076893,-0.357852602,0.986,0.971,1,NO
INPP1,0.483913141,-0.357871534,0.771,0.686,1,NO
FAM214A,0.103667929,-0.358065314,0.914,0.886,1,NO
DPEP1,NA,-0.358453971,0.171,0.186,NA,NO
EPB41L5,0.684147665,-0.358488255,0.9,0.857,1,NO
ZFAND2A,0.719732729,-0.358575328,0.829,0.771,1,NO
TXNP6,0.352622089,-0.358894421,0.229,0.257,1,NO
ZSWIM5,0.126793463,-0.359024226,0.857,0.886,1,NO
KIF6,0.243632865,-0.359081093,0.629,0.586,1,NO
ALDH5A1,0.512282257,-0.359112085,0.557,0.529,1,NO
CCDC144A,0.223050237,-0.359175501,0.986,0.957,1,NO
FSD1,0.295513665,-0.359196734,0.757,0.757,1,NO
DMTN,0.115142619,-0.359200485,0.929,0.914,1,NO
CALCOCO1,0.425812837,-0.359222179,0.886,0.814,1,NO
PIP4K2B,0.94292192,-0.359297854,0.786,0.743,1,NO
NEK7,0.254203467,-0.359335698,0.714,0.671,1,NO
SLC25A12,0.062470918,-0.359545691,0.914,0.886,1,NO
ZDHHC7,0.414758254,-0.359655716,0.543,0.671,1,NO
CDKN3,0.080222433,-0.359838995,0.586,0.6,1,NO
GSK3B,0.021706059,-0.360252595,0.957,1,1,NO
HIPK1,0.071339657,-0.360331607,0.871,0.871,1,NO
POM121L8P,0.618455762,-0.360402243,0.057,0.129,1,NO
GNAL,0.038069575,-0.360585985,0.914,0.871,1,NO
PTPN14,0.291647376,-0.360620371,0.786,0.7,1,NO
MRPS31,0.507331109,-0.360724747,0.657,0.543,1,NO
GID8,0.415581348,-0.360847084,0.571,0.557,1,NO
RAPGEF4,0.400390667,-0.360851798,0.986,0.986,1,NO
SYNJ1,0.065513743,-0.360891899,0.957,0.971,1,NO
PAPSS1,0.820923816,-0.360928285,0.929,0.843,1,NO
PIK3C2B,0.709968213,-0.360941755,0.457,0.486,1,NO
SYT12,0.860842938,-0.361206523,0.871,0.743,1,NO
STIM2,0.228141939,-0.361327555,0.886,0.814,1,NO
PHC3,0.201051706,-0.361383888,0.957,0.957,1,NO
SCARNA5,0.32501919,-0.361399536,0.171,0.2,1,NO
PIF1,NA,-0.361399536,0.114,0.071,NA,NO
MICU3,0.168671093,-0.361485346,0.957,0.871,1,NO
ADCY5,0.407256825,-0.361532169,0.743,0.743,1,NO
MRFAP1L1,0.837527021,-0.36162191,0.786,0.7,1,NO
ZNF718,0.246159611,-0.361756147,0.614,0.657,1,NO
WSCD2,0.473756254,-0.36184456,0.671,0.586,1,NO
SNORA63,0.025822782,-0.36186684,0.457,0.457,1,NO
CHTF18,0.681921127,-0.362044412,0.457,0.471,1,NO
LINC01252,0.474632258,-0.362085221,0.514,0.457,1,NO
OCM,NA,-0.362098533,0.486,0.343,NA,NO
MAN1A1,0.038969644,-0.362173499,0.957,0.929,1,NO
NOC3L,0.468879482,-0.362243234,0.6,0.443,1,NO
CADPS,0.156685441,-0.36232198,1,0.986,1,NO
TIMM44,0.245576072,-0.362341225,0.857,0.886,1,NO
CAMK4,0.050803005,-0.36248725,0.957,0.986,1,NO
DLGAP3,0.393748029,-0.362570079,0.971,0.886,1,NO
DNAJC30,0.617340375,-0.362570079,0.443,0.429,1,NO
UBE2C,0.89223706,-0.362570079,0.129,0.086,1,NO
GNRH2,NA,-0.362570079,0.414,0.343,NA,NO
RIPPLY3,NA,-0.362570079,0.014,0.114,NA,NO
RPS2P24,NA,-0.362570079,0.1,0.057,NA,NO
TPTE2P6,NA,-0.362570079,0.214,0.186,NA,NO
NCEH1,0.56594539,-0.362851279,0.886,0.743,1,NO
SSRP1,0.91472046,-0.362857154,0.829,0.7,1,NO
MPP6,0.204762054,-0.362881663,0.943,0.943,1,NO
FBXO9,0.345425595,-0.362937832,0.971,0.843,1,NO
C6orf136,0.376968998,-0.362971107,0.714,0.786,1,NO
RERE,0.078870046,-0.363030423,1,1,1,NO
NR2C2,0.084858761,-0.363052828,0.814,0.871,1,NO
ANKRD34A,0.877061425,-0.363109707,0.314,0.257,1,NO
SCAF8,0.129633613,-0.363170327,0.943,0.929,1,NO
ISCA1,0.050670945,-0.363253255,0.857,0.843,1,NO
MORN1,0.623917115,-0.363279718,0.786,0.7,1,NO
CRLF1,0.809840442,-0.363322463,0.571,0.329,1,NO
COLQ,0.065729957,-0.363337164,0.857,0.686,1,NO
SEC22C,0.53746851,-0.363379445,0.771,0.643,1,NO
XBP1P1,NA,-0.363507199,0.257,0.114,NA,NO
ACAP3,0.212278023,-0.36371553,0.971,0.914,1,NO
RPL21P44,0.82991686,-0.363812176,0.514,0.443,1,NO
PDXP,0.701999686,-0.363836212,0.857,0.657,1,NO
TMEM45B,0.54175604,-0.363846801,0.471,0.371,1,NO
PPP5C,0.804932789,-0.363978899,0.7,0.714,1,NO
COG1,0.137458651,-0.363983378,0.871,0.8,1,NO
PLCG1,0.735457853,-0.364034596,0.757,0.614,1,NO
CPEB2,0.740276318,-0.364042969,0.786,0.7,1,NO
BOK,NA,-0.364053571,0.1,0.1,NA,NO
JUN,0.169233822,-0.364151352,0.957,0.857,1,NO
COBL,0.46834744,-0.364246512,0.943,0.9,1,NO
ERMP1,0.222363223,-0.364253504,0.7,0.5,1,NO
STAG1,0.085171007,-0.364389677,0.986,0.986,1,NO
PCSK1,0.157281913,-0.364411426,0.5,0.529,1,NO
EMBP1,NA,-0.364462139,0.371,0.271,NA,NO
MED12L,0.156131962,-0.364618984,0.971,0.929,1,NO
CEP164,0.105837763,-0.364632546,0.757,0.729,1,NO
CLDN16,NA,-0.364874705,0.114,0.143,NA,NO
NKAIN3,0.471175963,-0.364933326,0.857,0.729,1,NO
HIBCH,0.88503984,-0.365213259,0.757,0.7,1,NO
LZTS2,NA,-0.365221606,0.329,0.171,NA,NO
GLB1L2,0.438189356,-0.365239266,0.743,0.629,1,NO
AREL1,0.556809244,-0.36549229,0.771,0.614,1,NO
ZNF260,0.787861443,-0.365595233,0.386,0.457,1,NO
HNRNPLL,0.936624153,-0.365669706,0.929,0.886,1,NO
PI4KB,0.139344463,-0.365714867,0.957,0.943,1,NO
MYBBP1A,0.233651933,-0.365776279,0.543,0.486,1,NO
MIR325HG,0.587647731,-0.365855654,0.757,0.829,1,NO
RAB11FIP4,0.20305861,-0.365861638,0.957,0.929,1,NO
SLC37A1,NA,-0.365883587,0.9,0.743,NA,NO
KAT7,0.14156259,-0.365902236,0.829,0.814,1,NO
FAM13A,0.046297024,-0.365944768,0.957,0.929,1,NO
CAMKK1,0.500580405,-0.366024149,1,0.929,1,NO
ACKR1,0.344534635,-0.366093684,0.5,0.457,1,NO
SLC30A7,0.149815552,-0.366159226,0.929,0.857,1,NO
SOX5,0.119876937,-0.366161129,0.943,0.957,1,NO
WIPF3,0.700485393,-0.366240338,0.857,0.786,1,NO
ACTG1P14,NA,-0.366322214,0.329,0.086,NA,NO
KHDRBS3,0.025117023,-0.366375142,1,0.986,1,NO
USP37,0.669394561,-0.366387366,0.957,0.829,1,NO
TMEM183A,0.401450583,-0.36663842,0.843,0.771,1,NO
TBX1,0.95424559,-0.366663445,0.557,0.514,1,NO
TYW1B,0.212777967,-0.36667875,0.957,1,1,NO
RLTPR,0.739280967,-0.366782331,0.643,0.471,1,NO
MFSD3,0.552368598,-0.36692808,0.386,0.343,1,NO
PCNT,0.13092779,-0.367028067,0.986,0.971,1,NO
ZNF131,0.235139546,-0.367071145,0.857,0.871,1,NO
AACSP1,NA,-0.367208974,0.114,0.086,NA,NO
MST1P2,NA,-0.367371066,0.1,0.086,NA,NO
PCYT2,0.595315364,-0.367464346,0.457,0.414,1,NO
SULF1,0.711767375,-0.367509129,0.243,0.329,1,NO
SVIL,0.168728929,-0.367523217,0.857,0.829,1,NO
MDGA1,0.32852225,-0.367542726,0.786,0.714,1,NO
MAPK8,0.118293762,-0.367562007,0.957,0.929,1,NO
SYNE1,0.016783309,-0.367580151,0.971,1,1,NO
FRMPD2B,0.789464018,-0.367731785,0.157,0.186,1,NO
TRIM46,0.456664954,-0.367881434,0.7,0.471,1,NO
HSD17B13,0.717867756,-0.367975462,0.186,0.271,1,NO
FASTKD3,NA,-0.368106138,0.186,0.257,NA,NO
HCRT,0.393829591,-0.368151112,0.129,0.1,1,NO
ATRN,0.064734928,-0.368231093,0.943,0.929,1,NO
FUT9,0.213389433,-0.36826274,0.943,0.943,1,NO
RASA4,0.44820636,-0.368387406,0.243,0.257,1,NO
SLC44A3,NA,-0.368387406,0.157,0.343,NA,NO
SH3TC2,NA,-0.368494913,0.086,0.114,NA,NO
QRICH2,0.935385447,-0.36855918,0.6,0.686,1,NO
WDFY3,0.05187951,-0.368616,0.929,0.971,1,NO
ZNF264,0.80472242,-0.368725499,0.857,0.757,1,NO
FUBP1,0.303939268,-0.368845577,0.9,0.857,1,NO
SNORD80,0.033336147,-0.368925574,0.3,0.429,1,NO
PWWP2A,0.075900415,-0.368940161,0.857,0.857,1,NO
NUS1,0.190762199,-0.368953039,0.829,0.643,1,NO
GLS,0.065882856,-0.368973794,1,0.971,1,NO
WDR3,0.181384163,-0.369021842,0.514,0.5,1,NO
PTER,0.532865327,-0.369069353,0.757,0.629,1,NO
GOLGB1,0.013652947,-0.369135268,0.971,0.986,1,NO
TAMM41,0.246267271,-0.36936272,0.771,0.814,1,NO
ITGA2,NA,-0.36952284,0.214,0.229,NA,NO
TARBP2,0.712105254,-0.369573467,0.471,0.429,1,NO
FAM126B,0.106424308,-0.369598608,0.971,0.914,1,NO
SUGT1P3,0.21200768,-0.369645596,0.143,0.186,1,NO
ABCB9,0.485018058,-0.369659883,0.9,0.814,1,NO
C8orf44-SGK3,0.433491949,-0.369800255,0.529,0.6,1,NO
BTBD9,0.151326353,-0.369957928,0.971,0.971,1,NO
NECAP1,0.252457298,-0.37005118,0.929,0.871,1,NO
AATK-AS1,0.597048587,-0.370079717,0.457,0.457,1,NO
SNORD114-3,0.145487742,-0.370140961,0.614,0.643,1,NO
PRKRIR,0.78593009,-0.370177341,0.757,0.729,1,NO
TMEM41B,0.212609801,-0.370476542,0.914,0.9,1,NO
GAPVD1,0.01073223,-0.370609321,1,0.971,1,NO
TMCC2,NA,-0.37064338,0.414,0.357,NA,NO
FKBP4,0.140961096,-0.370712601,0.829,0.8,1,NO
NBPF11,NA,-0.370775974,0.9,0.8,NA,NO
WDR75,0.577179459,-0.370816122,0.8,0.614,1,NO
SHROOM1,0.722730981,-0.370837695,0.186,0.171,1,NO
CLDN11,0.780366568,-0.370837695,0.386,0.314,1,NO
PPP2R2A,0.442628023,-0.370884017,0.943,0.886,1,NO
PIAS2,0.152515659,-0.370930184,0.971,0.986,1,NO
CD160,NA,-0.371059802,0.614,0.514,NA,NO
GPATCH2L,0.275882629,-0.371109532,0.929,0.914,1,NO
RBM12,NA,-0.371158457,0.671,0.443,NA,NO
FAM135A,NA,-0.371382088,0.929,0.986,NA,NO
ZNF263,0.205655,-0.371459681,0.614,0.586,1,NO
03-Sep,0.795516893,-0.371565996,0.671,0.7,1,NO
SLC8B1,0.152897098,-0.371575576,0.657,0.429,1,NO
PDE4A,0.875254847,-0.37163796,0.929,0.886,1,NO
FBXW8,0.632468788,-0.37163897,0.757,0.729,1,NO
TPTE2P3,NA,-0.371701091,0.286,0.214,NA,NO
ZNF385C,0.684471816,-0.371968777,0.329,0.271,1,NO
ZIK1,NA,-0.372156128,0.171,0.114,NA,NO
RSF1,0.021693779,-0.372167723,0.971,0.971,1,NO
TMEM145,0.26411903,-0.372216217,0.8,0.771,1,NO
TBC1D23,0.26651779,-0.372233177,0.929,0.929,1,NO
PHACTR1,0.001908109,-0.372258566,1,1,1,NO
DCHS2,0.457085034,-0.37227518,0.3,0.286,1,NO
CTDSPL2,0.31821699,-0.372306474,0.871,0.914,1,NO
ITGB4,0.224666821,-0.372554168,0.214,0.171,1,NO
FAM13B,0.015888352,-0.372635842,0.957,0.971,1,NO
PCP4,NA,-0.372696073,0.443,0.386,NA,NO
PLCL1,0.108864979,-0.372856963,0.971,0.957,1,NO
CAMK2N2,0.42497874,-0.372875088,0.414,0.329,1,NO
PHF21A,0.098535825,-0.372973947,0.929,0.943,1,NO
KIAA0922,0.636027118,-0.372991603,0.714,0.657,1,NO
MRPS2,NA,-0.373168773,0.543,0.371,NA,NO
FKBP10,0.580748253,-0.373217324,0.171,0.157,1,NO
TRA2B,0.565996827,-0.37342739,0.986,0.971,1,NO
AGO1,0.227960675,-0.373436595,0.7,0.786,1,NO
TBX20,NA,-0.373458396,0.1,0.057,NA,NO
LINC00466,NA,-0.373458396,0.357,0.386,NA,NO
KIAA0232,0.078197256,-0.373621625,0.929,0.957,1,NO
PIDD1,NA,-0.373629402,0.529,0.514,NA,NO
PDPK2P,NA,-0.37367847,0.286,0.257,NA,NO
SNORD14A,0.735648166,-0.373814837,0.014,0.1,1,NO
LINC00511,NA,-0.373814837,0.2,0.229,NA,NO
ARPC5L,0.184757185,-0.373861347,0.971,0.957,1,NO
SPARC,0.987459617,-0.373946276,0.5,0.386,1,NO
ERAL1,0.710424305,-0.373952655,0.571,0.386,1,NO
ASIC1,0.805260094,-0.373996815,0.586,0.414,1,NO
ATP6V1A,0.135675634,-0.374290832,1,0.957,1,NO
IGSF10,0.529666708,-0.374330905,0.671,0.543,1,NO
AMIGO3,0.595691024,-0.374395515,0.2,0.157,1,NO
DPYSL4,NA,-0.374395515,0.571,0.557,NA,NO
KIFC1,NA,-0.374395515,0.186,0.214,NA,NO
NUP43,NA,-0.374395515,0.371,0.271,NA,NO
RPAP2P1,NA,-0.374395515,0.157,0.143,NA,NO
SLC4A9,NA,-0.374395515,0.143,0.1,NA,NO
THNSL1,NA,-0.374395515,0.157,0.143,NA,NO
WFDC3,NA,-0.374395515,0.114,0.129,NA,NO
DBR1,0.575513862,-0.374466951,0.371,0.271,1,NO
ST3GAL5,0.824505312,-0.374512885,0.929,0.914,1,NO
IP6K2,0.014557762,-0.374527836,0.957,0.943,1,NO
GAS1,0.35938918,-0.374602635,0.071,0.1,1,NO
MAPK15,0.540373504,-0.374807654,0.357,0.214,1,NO
WDR20,0.107147588,-0.374844249,0.929,0.886,1,NO
CXorf36,0.525146409,-0.374848409,0.071,0.1,1,NO
ZNRF1,0.274279801,-0.374869068,0.914,0.914,1,NO
TAF2,0.097455728,-0.374929039,0.929,0.843,1,NO
SDR16C5,0.950009403,-0.37496006,0.3,0.271,1,NO
NWD1,NA,-0.375098754,0.571,0.529,NA,NO
SNORA72,0.391358421,-0.375211519,0.143,0.1,1,NO
LRRC71,NA,-0.37531707,0.4,0.243,NA,NO
FAM153C,0.096356088,-0.375443855,0.971,0.971,1,NO
CASKIN1,0.55094848,-0.375457491,0.629,0.557,1,NO
APOA1-AS,0.6841858,-0.375509135,0.029,0.1,1,NO
CLVS1,0.673212626,-0.375679415,0.914,0.857,1,NO
SNORA16A,0.290027566,-0.375866902,0.1,0.114,1,NO
TRIM74,0.301305846,-0.375866902,0.129,0.243,1,NO
KIF21A,0.073278053,-0.375945378,0.971,0.914,1,NO
SLC26A4-AS1,0.527895383,-0.376001007,0.571,0.5,1,NO
KAT5,0.516244021,-0.376123055,0.543,0.486,1,NO
HSPA8P14,NA,-0.376305105,0.143,0.2,NA,NO
TARBP1,0.135311162,-0.376325342,0.986,0.914,1,NO
TMEM62,0.219185188,-0.376380436,0.771,0.757,1,NO
UCK2,0.177907493,-0.376429812,0.771,0.8,1,NO
GOLGA2P10,0.654355658,-0.376645265,0.471,0.357,1,NO
ARHGAP21,0.012791263,-0.376680342,1,0.986,1,NO
TM9SF4,0.379542485,-0.376761567,0.829,0.771,1,NO
SLC25A25,NA,-0.377181482,0.943,0.971,NA,NO
RDM1,NA,-0.377367081,0.1,0.114,NA,NO
CDKL5,0.320237759,-0.377639979,0.971,0.9,1,NO
LINC01351,NA,-0.377670647,0.171,0.129,NA,NO
VWA8-AS1,NA,-0.377701348,0.086,0.114,NA,NO
LUC7L2,0.072011124,-0.377773231,0.814,0.743,1,NO
BLMH,0.47289777,-0.378039305,0.586,0.486,1,NO
MYO1B,0.788832247,-0.378390597,0.8,0.6,1,NO
DCAF4,0.12386149,-0.378433303,0.643,0.643,1,NO
CTGLF11P,0.321005004,-0.378511623,0.114,0.243,1,NO
TNFRSF13B,0.588460838,-0.378511623,0.086,0.129,1,NO
USP2,0.265748794,-0.378640211,0.843,0.9,1,NO
SPHK2,0.321978218,-0.378667262,0.557,0.6,1,NO
TSG1,NA,-0.378746227,0.229,0.186,NA,NO
AHSA1,0.190307726,-0.378838308,0.857,0.8,1,NO
PIP4K2C,0.6616906,-0.378863887,0.8,0.714,1,NO
ROPN1L,0.52974147,-0.37888398,0.443,0.457,1,NO
PTPRN,0.955960214,-0.378921073,0.943,0.886,1,NO
FAM69B,0.377177794,-0.37914383,0.471,0.457,1,NO
LRRN4,NA,-0.379152964,0.186,0.143,NA,NO
SREK1IP1,0.823153474,-0.3791923,0.614,0.471,1,NO
GPR173,NA,-0.379269806,0.571,0.543,NA,NO
MRPL55,0.316095642,-0.379315577,0.843,0.686,1,NO
LAMB3,0.161552098,-0.379345792,0.386,0.314,1,NO
PKNOX1,0.236505122,-0.379345792,0.914,0.871,1,NO
HSPA8,0.092356935,-0.379396199,1,0.971,1,NO
CACNA1D,0.03401755,-0.379494534,0.971,1,1,NO
LINC00657,NA,-0.379546184,0.986,0.857,NA,NO
PNPLA7,0.424733341,-0.379599219,0.9,0.843,1,NO
DNAH14,0.276083357,-0.37960801,0.757,0.771,1,NO
UBOX5,NA,-0.379704426,0.343,0.229,NA,NO
FAM134B,0.611466114,-0.379820487,0.786,0.729,1,NO
SNORD21,0.372401681,-0.379848071,0.114,0.143,1,NO
PARVA,0.493906527,-0.379859667,0.671,0.614,1,NO
CTTNBP2,0.22618672,-0.379859836,0.957,0.943,1,NO
AKAP10,0.774422695,-0.379978964,0.814,0.729,1,NO
GABRG2,0.013940126,-0.38023138,0.943,0.971,1,NO
MBOAT2,0.166046783,-0.380242134,0.8,0.729,1,NO
TTC5,0.419297206,-0.380285481,0.543,0.429,1,NO
SEMA4C,0.338317589,-0.380329765,0.757,0.729,1,NO
CUL3,0.061253387,-0.380608747,0.986,0.929,1,NO
KCTD15,NA,-0.380671886,0.271,0.2,NA,NO
HTR2A,0.338509035,-0.380716162,0.871,0.914,1,NO
NAA30,0.23149693,-0.380772935,0.729,0.729,1,NO
UBE2Q2,0.457255113,-0.380802956,0.857,0.8,1,NO
RPL17P47,NA,-0.380821784,0.071,0.1,NA,NO
NDUFB2-AS1,0.752593975,-0.380948609,0.243,0.2,1,NO
FAAH,0.137674155,-0.381034343,0.757,0.686,1,NO
UBR2,0.174619872,-0.381057897,0.943,0.957,1,NO
OLFM4,NA,-0.381090167,0.1,0.043,NA,NO
RBM22P2,NA,-0.381090167,0.1,0.086,NA,NO
LAMB1,0.339899179,-0.381129967,0.943,0.871,1,NO
ARF3,0.287229284,-0.381130285,0.971,0.9,1,NO
NBEA,0.016838009,-0.381195626,0.986,0.986,1,NO
CDC42BPA,0.010922769,-0.381290424,1,0.971,1,NO
POLR3G,0.383681894,-0.38148494,0.5,0.614,1,NO
SPAG5,0.91933956,-0.381537584,0.743,0.571,1,NO
EFNA3,0.073780684,-0.381591016,0.371,0.414,1,NO
GHR,0.703626152,-0.381622822,0.643,0.614,1,NO
SH3BGRL2,0.852311204,-0.381681364,0.914,0.871,1,NO
CCDC85C,0.542411785,-0.381771952,0.557,0.529,1,NO
TMPRSS9,0.38941682,-0.381870635,0.629,0.629,1,NO
SYT11,0.013285656,-0.38208643,0.957,0.971,1,NO
TTLL8,NA,-0.382145618,0.286,0.229,NA,NO
RBL2,0.468513454,-0.382407423,0.9,0.814,1,NO
LINC00174,0.476745006,-0.382469637,0.543,0.514,1,NO
C3orf14,0.624846619,-0.382521965,0.743,0.543,1,NO
AP2B1,0.26586037,-0.382572387,0.986,0.943,1,NO
PSME4,0.339205871,-0.382750104,0.929,0.929,1,NO
AMPD2,0.198676027,-0.382989939,0.871,0.771,1,NO
CFAP70,0.825788616,-0.383014146,0.871,0.857,1,NO
SNORD5,0.352844354,-0.383080733,0.3,0.414,1,NO
ZDHHC20,0.284540524,-0.383122873,0.9,0.771,1,NO
DSTN,0.054175664,-0.383194041,1,0.929,1,NO
ZNF174,NA,-0.38332864,0.471,0.414,NA,NO
STRBP,0.008327494,-0.383629297,0.986,0.986,1,NO
ITIH2,NA,-0.38364708,0.4,0.457,NA,NO
RPL21P72,NA,-0.383704292,0.329,0.229,NA,NO
ZNF518B,NA,-0.383833083,0.543,0.357,NA,NO
MBD1,0.164230444,-0.383842878,0.9,0.8,1,NO
XPR1,0.066429713,-0.383873711,0.957,0.971,1,NO
HRASLS,NA,-0.383949821,0.271,0.271,NA,NO
ZNF891,0.873250151,-0.384026871,0.286,0.257,1,NO
ZFAND5,0.046186458,-0.384098421,1,0.957,1,NO
ZNF575,0.714571746,-0.384143491,0.286,0.229,1,NO
EXD3,0.349544563,-0.384206874,0.8,0.871,1,NO
C16orf45,0.050150048,-0.384439084,0.971,0.957,1,NO
KIAA1161,0.60438461,-0.384609328,0.271,0.257,1,NO
CUX1,0.088452953,-0.384853843,0.986,1,1,NO
BPIFB1,NA,-0.384961835,0.2,0.214,NA,NO
SDCBPP2,NA,-0.38502493,0.186,0.1,NA,NO
SYCE2,NA,-0.385290156,0.114,0.1,NA,NO
MBOAT4,0.537579704,-0.385377526,0.714,0.543,1,NO
C16orf95,NA,-0.385398009,0.257,0.2,NA,NO
CAMKMT,0.406746549,-0.385414878,0.914,0.871,1,NO
PYGO2,0.976761301,-0.385743192,0.343,0.257,1,NO
EML5,0.212887422,-0.38589333,0.9,0.914,1,NO
TSPAN7,0.025188464,-0.385901564,0.971,0.957,1,NO
KDSR,0.05220251,-0.385957486,0.871,0.814,1,NO
MARK3,0.051558144,-0.386018138,0.986,0.986,1,NO
SLC9B1P1,NA,-0.386058432,0.114,0.114,NA,NO
SENP5,0.228392557,-0.386066465,0.986,0.986,1,NO
GPR27,0.621439741,-0.386416821,0.171,0.186,1,NO
ACTR3C,0.054544983,-0.386428252,0.971,0.943,1,NO
DMTF1,0.279825801,-0.386576007,0.829,0.757,1,NO
MAATS1,0.23139788,-0.386581053,0.543,0.5,1,NO
ALDH1L2,NA,-0.386633784,0.429,0.371,NA,NO
DIP2B,0.12479897,-0.38665792,0.957,1,1,NO
CAAP1,0.684009086,-0.386684303,0.671,0.671,1,NO
BIRC6,0.106670358,-0.386744018,0.971,0.986,1,NO
SEZ6L,0.067393485,-0.386770063,0.971,0.929,1,NO
ADAMTS19,0.292207213,-0.386915696,0.9,0.829,1,NO
LARGE,0.347562303,-0.387104265,0.986,1,1,NO
RNMTL1,0.558636982,-0.387232134,0.443,0.386,1,NO
KCND3,0.253609285,-0.387358517,0.929,0.9,1,NO
RHOBTB1,0.860246419,-0.387444748,0.671,0.529,1,NO
APBB2,0.310619387,-0.387469899,0.929,0.971,1,NO
PTK2B,0.013324266,-0.387612196,0.986,0.943,1,NO
CLCN7,0.783352704,-0.387844536,0.786,0.729,1,NO
RFTN1,0.230565333,-0.387857186,0.814,0.757,1,NO
HERC2P3,0.25489816,-0.387895501,0.671,0.729,1,NO
SPRNP1,0.645354352,-0.387969256,0.357,0.329,1,NO
MPV17L,0.847861859,-0.387969256,0.214,0.314,1,NO
TMEM135,0.216901969,-0.388018113,0.957,0.943,1,NO
MAG,NA,-0.388070452,0.086,0.129,NA,NO
TCEAL2,0.138846838,-0.388167665,0.929,0.786,1,NO
ZYG11B,0.325240397,-0.388188303,0.9,0.871,1,NO
PRDM4,0.622761335,-0.388311627,0.486,0.471,1,NO
RAB6A,0.001862433,-0.38835359,0.986,0.971,1,NO
SNORD14D,0.249929228,-0.388402373,0.229,0.357,1,NO
ARFGEF3,0.01084908,-0.388448996,0.986,0.986,1,NO
ZNF487,0.775879105,-0.388596257,0.657,0.586,1,NO
ARHGAP44,0.030309086,-0.388628496,0.957,0.971,1,NO
ACVR2A,0.254402265,-0.388695149,0.871,0.843,1,NO
CACNB4,0.216736475,-0.388794809,0.986,0.957,1,NO
BNIP3,0.202430218,-0.389020982,0.8,0.743,1,NO
KCNH3,0.390698785,-0.3890981,0.9,0.914,1,NO
SLC4A3,0.800037089,-0.3891115,0.671,0.586,1,NO
NOM1,0.49955449,-0.389284401,0.671,0.557,1,NO
DNMT3A,0.449354023,-0.389422294,1,0.943,1,NO
RBM27,NA,-0.389449022,0.9,0.9,NA,NO
KCNG2,0.496407925,-0.389500244,0.757,0.7,1,NO
AATK,0.765392694,-0.389526173,0.786,0.743,1,NO
SAFB2,0.134804747,-0.389535567,1,0.957,1,NO
C10orf67,0.97334279,-0.389694651,0.514,0.457,1,NO
LMLN,0.286008045,-0.389890685,0.743,0.586,1,NO
CCNF,0.46669384,-0.389946518,0.343,0.357,1,NO
RPL34P24,0.567395357,-0.389946518,0.057,0.114,1,NO
SPRTN,0.014888664,-0.390024434,0.743,0.743,1,NO
SUDS3,0.24203286,-0.390115909,0.929,0.929,1,NO
TMEM170B,0.07518748,-0.390123472,0.7,0.657,1,NO
MLLT4,0.011227932,-0.390174608,0.957,0.957,1,NO
ZNF48,0.407130143,-0.390182311,0.671,0.614,1,NO
SIRT7,0.277223094,-0.390193428,0.643,0.543,1,NO
ZNF670-ZNF695,NA,-0.39031507,0.329,0.357,NA,NO
DROSHA,0.144601039,-0.390439158,0.757,0.586,1,NO
RPS2P12,NA,-0.390584456,0.129,0.129,NA,NO
CERS6,0.049821771,-0.390737342,1,0.986,1,NO
RAB30,0.256412922,-0.390789953,0.786,0.757,1,NO
RHOD,0.8345155,-0.390789953,0.286,0.229,1,NO
RAD54L2,0.526979708,-0.390890077,0.886,0.914,1,NO
SAP30L,NA,-0.390992025,0.314,0.243,NA,NO
VPS41,0.943347423,-0.391168057,0.943,0.843,1,NO
RPS16P7,0.548884284,-0.391190757,0.286,0.143,1,NO
SERINC3,0.299912965,-0.391297384,0.971,0.929,1,NO
ASPHD1,0.240627229,-0.39132143,0.857,0.757,1,NO
PHTF2,0.161904349,-0.391388673,0.957,0.929,1,NO
GPR12,NA,-0.391424942,0.157,0.157,NA,NO
EVI5L,NA,-0.391552189,0.786,0.671,NA,NO
NTRK2,0.023607612,-0.391552439,1,1,1,NO
CACNA1C-AS4,0.745423294,-0.391578526,0.343,0.3,1,NO
C1QTNF4,0.321092717,-0.391618612,0.7,0.729,1,NO
STAM,0.095311795,-0.391929561,0.871,0.886,1,NO
