"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass"
"283","20180712_sample_14","GABAergic","Pvalb_on",188.869397097005,0.879935738306508,NA,0.466157029785549,0.0305739266398936,0.0502083884181187,NA,-Inf,0.0350942195979404,0.0270449682987086,NA,NA,0.0456131531608676,TRUE
"284","20180712_sample_15","GABAergic","Pvalb_on",137.460273503376,0.64042247771291,NA,0.399623636455592,0.0913118746725721,0.0101097559916007,NA,-Inf,0.0483133651528933,0.0365244693679692,NA,NA,0.0335647632943851,TRUE
"288","20180717_sample_1","GABAergic","Pvalb_on",162.144890399269,0.755427221345068,NA,0.30233554069315,0.0195250974101296,0.0513467681845333,NA,-Inf,0.248467719710296,0.0334167044121041,NA,NA,0.0380495241659829,TRUE
"289","20180717_sample_2","GABAergic","Sncg_on",161.693413299398,0.753323805750431,NA,0.388890822212834,-0.0446283849145073,0.0980206240681511,NA,-Inf,0.0524007509037333,0.00929759394906869,NA,NA,0.00137939770985032,TRUE
"290","20180717_sample_3","GABAergic","Pvalb_on",176.993213349502,0.824605024730099,NA,0.411947277942559,0.128197663264323,0.0137182898171348,NA,-Inf,0.117027483431863,0.0788157926401364,NA,NA,0.0586485951799455,TRUE
"291","20180717_sample_4","GABAergic","Pvalb_on",177.37871880865,0.826401080819812,NA,0.417624501962406,-0.0334785419319539,0.0897987624561968,NA,-Inf,0.117888246989983,0.0121406952545539,NA,NA,0.0310227960543539,TRUE
"292","20180717_sample_6","GABAergic","Pvalb_on",165.561225529605,0.771343804028233,NA,0.393620635083398,0.00530847109661446,0.144001606270589,NA,-Inf,0.298015060075133,0.0893772930949966,NA,NA,0.0348709942066817,TRUE
"293","20180717_sample_7","Glutamatergic","L5.PT_on",179.538990228231,0.828192968430111,NA,0.456749371169597,-Inf,0.146895855401476,NA,0.186444712278666,0.128558138518561,0.085702397631781,NA,NA,-0.00293303687765482,TRUE
"294","20180718_sample_2","GABAergic","Pvalb_on",119.072107712448,0.554752673657611,NA,0.290341592351215,-0.0734052645541565,-0.0256100033117056,NA,-Inf,0.0681528535408781,-0.0189775905240526,NA,NA,-0.00398930934760484,TRUE
"295","20180718_sample_3","GABAergic","Pvalb_on",142.483006350044,0.663823209666743,NA,0.418771858323778,-0.0496199667667989,0.0505045584338179,NA,-Inf,0.0147134360333393,-0.003481049836045,NA,NA,0.0508160757167021,TRUE
"296","20180718_sample_4","GABAergic","Pvalb_on",175.984838376886,0.819907041945931,NA,0.495889975503649,0.225577944991517,0.0944285025648592,NA,-Inf,0.0377497610141377,0.0656179761392266,NA,NA,0.0479544120020535,TRUE
"297","20180719_sample_1","GABAergic","Pvalb_on",207.466301670598,0.966578048853911,NA,0.475799073217445,0.147964728750327,0.165974206576179,NA,-Inf,0.0982961194473506,0.0840467424214131,NA,NA,0.0134365802574071,TRUE
"298","20180719_sample_4","GABAergic","Pvalb_on",168.330570170708,0.7842460812571,NA,0.377021140559389,0.135815045398097,0.03267613874935,NA,-Inf,0.281796763619751,0.0624462616069761,NA,NA,0.0281684899385404,TRUE
"299","20180720_sample_2","GABAergic","Sncg_on",208.680962775481,0.972237111320069,NA,0.534832845016307,0.056808731788147,0.112812489487329,NA,-Inf,0.0248224603409654,0.0118439424826719,NA,NA,0.0119591936878526,TRUE
"300","20180720_sample_3","GABAergic","Pvalb_on",155.583869454776,0.724859660387206,NA,0.449991990187003,-0.0379432364670427,0.0236483140597008,NA,-Inf,0.0253815886559756,0.0378207889574887,NA,NA,0.0512987280043909,TRUE
"301","20180720_sample_5","GABAergic","Lamp5_on",158.724897612138,0.739493597770247,NA,0.396898874518883,0.136718741301986,0.0185858569162433,NA,-Inf,0.0443845875095242,0.0560659177861892,NA,NA,0.00799214198785245,TRUE
"302","20180725_sample_3","Glutamatergic","L5.IT_on",93.7009283214811,0.432231739036606,NA,0.257422193601506,-Inf,0.435395056762196,NA,0.0659392132016551,0.0252721283323518,0.0214185209522495,NA,NA,0.0429752919338302,TRUE
"303","20180725_sample_4","Glutamatergic","L2.3.IT_on",47.9414164868565,0.221148308679474,NA,0.0524114380300413,-Inf,0.1023076717206,NA,0.0840885375878161,0.701638340162842,0.0477950920028165,NA,NA,-0.016389779930871,FALSE
"304","20180725_sample_6","GABAergic","Pvalb_on",162.042348084542,0.754949480383303,NA,0.479531232616848,0.178902493046061,0.0689418048084885,NA,-Inf,0.0326790098640445,0.0623258020327931,NA,NA,0.0297538369462304,TRUE
"305","20180725_sample_7","Glutamatergic","L2.3.IT_on",168.564374986062,0.777568314903677,NA,0.378855745351757,-Inf,0.152000666421961,NA,0.108581206178593,0.275947287706941,0.0213312312132628,NA,NA,0.0625154417080482,TRUE
"306","20180725_sample_9","GABAergic","Lamp5_on",124.197016919021,0.578629441602837,NA,0.206059270458011,0.20216293926613,0.101843280730819,NA,-Inf,0.641093794135125,-0.00785749965723505,NA,NA,0.0354521824218334,TRUE
"307","20180726_sample_3","GABAergic","Pvalb_on",160.687858267021,0.74863896096656,NA,0.390381127002639,0.0624280045126128,0.0168024585903584,NA,-Inf,0.100441414790072,0.0281625085973034,NA,NA,0.0190589487530746,TRUE
"308","20180726_sample_4","GABAergic","Pvalb_on",178.803796457683,0.833040466408588,NA,0.375820594550223,0.155410683737872,0.154589668657561,NA,-Inf,0.320615165212029,0.129572152360921,NA,NA,0.04144435739568,TRUE
"309","20180726_sample_5","GABAergic","Pvalb_on",116.356371811334,0.542100157623135,NA,0.301198611367043,-0.0122344259571405,0.0787852338323123,NA,-Inf,0.174295086050787,0.0423986232856815,NA,NA,0.0256206821272188,TRUE
"310","20180726_sample_6","GABAergic","Pvalb_on",177.385941543231,0.82643473128084,NA,0.415403846369976,0.124410831151022,0.200665844105515,NA,-Inf,0.248370886604333,0.10114714326861,NA,NA,0.0709242515266808,TRUE
"311","20180726_sample_7","GABAergic","Pvalb_on",189.763111188892,0.884099520165117,NA,0.35951736475216,0.0324983990029508,0.122875476962391,NA,-Inf,0.274985435795172,0.237183225156235,NA,NA,0.0359726976750817,TRUE
"312","20180817_sample_2","GABAergic","Pvalb_on",174.999884675888,0.81531817802511,NA,0.34487571404495,-0.037370289066006,-0.032040310461837,NA,-Inf,0.20375254820811,0.0145337154161579,NA,NA,0.0473809385141265,TRUE
"313","20180817_sample_3","GABAergic","Pvalb_on",186.40071669491,0.86843424496958,NA,0.446216701982945,-0.00153450960666306,0.0733712618649757,NA,-Inf,0.105821695068226,0.00407915839878214,NA,NA,0.00059760161046043,TRUE
"314","20180817_sample_4","GABAergic","Pvalb_on",102.591514571194,0.477970182071479,NA,0.265060940231888,-0.0678804127942848,0.0831039655283621,NA,-Inf,0.174530661855872,0.0234998405482974,NA,NA,0.00920877715641472,TRUE
"315","20180817_sample_5","GABAergic","Pvalb_on",165.460926367327,0.770876513833173,NA,0.443925495154863,0.0748021797001445,0.0961560836720414,NA,-Inf,0.00981885720316671,0.0152689744176559,NA,NA,0.045561161242285,TRUE
"316","20180817_sample_6","Glutamatergic","L4_on",213.827619582207,0.986362520859755,NA,0.548003232106321,-Inf,0.106101741520089,NA,0.224797419845911,0.0396309258234526,0.123703966490667,NA,NA,0.0615858896471154,TRUE
"317","20180817_sample_7","GABAergic","Pvalb_on",204.223266669336,0.951468865248462,NA,0.411088011631224,0.0402123312719993,0.11050955750971,NA,-Inf,0.290267201733725,-0.00654462188904285,NA,NA,0.0133396726733681,TRUE
"318","20180820_sample_1","GABAergic","Sst_on",161.732600131852,0.753506375795536,NA,0.401198831064848,0.109839430129201,-0.0034046545747026,NA,-Inf,0.0423851673238596,-0.0139685518823545,NA,NA,0.00324912798309677,TRUE
"319","20180820_sample_2","Glutamatergic","L6.IT_on",178.450825381947,0.823173387596779,NA,0.430749925756302,-Inf,0.0727197133241727,NA,0.0873561516727554,0.150327167990488,0.0222771085263981,NA,NA,-0.0026087053748175,TRUE
"320","20180820_sample_3","GABAergic","Sst_on",174.84001537924,0.814573352713329,NA,0.432227713995804,0.08209802754109,-0.00747039486134631,NA,-Inf,0.0117106372242987,-0.0120175197873636,NA,NA,0.00195405704886312,TRUE
"321","20180820_sample_4","GABAergic","Sst_on",145.827254951,0.679403943798336,NA,0.268642957085327,0.0459730213686982,0.145892470267919,NA,-Inf,0.267050169588483,0.0383753279216156,NA,NA,-0.00728349491792022,TRUE
"322","20180820_sample_5","GABAergic","Sst_on",164.524749814738,0.766514900895082,NA,0.310259018606163,0.00249282242997756,-0.0220701040352246,NA,-Inf,0.148477512327599,-0.0133132369630729,NA,NA,0.00709359608414515,TRUE
"323","20180820_sample_6","Glutamatergic","L2.3.IT_on",150.257675180041,0.693121588121744,NA,0.270151284139815,-Inf,0.0394603087000416,NA,0.0397895368418117,0.236922398211923,-0.00971742535317512,NA,NA,-0.0221183175666842,TRUE
"324","20180820_sample_7","GABAergic","Sst_on",178.714827502738,0.832625963242591,NA,0.330086519132775,0.120924712107372,0.0303690065356931,NA,-Inf,0.220229260323341,0.0156538036600688,NA,NA,0.00143098800399839,TRUE
"325","20180822_sample_1","GABAergic","Pvalb_on",123.548952545499,0.575610132960196,NA,0.187647380863066,-0.107044968265008,0.0870053959024827,NA,-Inf,0.564428549234794,0.0613542469329717,NA,NA,0.00764876808439462,TRUE
"326","20180822_sample_2","GABAergic","Pvalb_on",181.555312702944,0.845859681781484,NA,0.467552642214076,-0.0223140170975671,0.0607062650432886,NA,-Inf,0.0450029858303404,0.0735700720356908,NA,NA,0.0369901972344558,TRUE
"327","20180822_sample_3","GABAergic","Pvalb_on",182.65543002794,0.850985088890702,NA,0.422271059948506,0.0445494002100738,0.129042703221834,NA,-Inf,0.281059834681426,0.0396169716492696,NA,NA,0.0276067742570075,TRUE
"328","20180822_sample_4","GABAergic","Pvalb_on",164.947148720322,0.768482842226807,NA,0.306523738020154,0.0346627474337626,0.127558414188035,NA,-Inf,0.225733696448136,0.108274642372343,NA,NA,0.0362200151322618,TRUE
"329","20180822_sample_6","GABAergic","Pvalb_on",138.722896584657,0.646304993304671,NA,0.375915937642457,0.0382516206750991,0.0377904381439356,NA,-Inf,0.130647180105382,0.0125906367696093,NA,NA,0.0476753436302592,TRUE
"330","20180822_sample_7","GABAergic","Pvalb_on",161.322940225378,0.751597785003177,NA,0.432434266727053,0.107205603465296,0.0744557542642759,NA,-Inf,0.0569221400897173,0.0641568245812119,NA,NA,0.0318662410707262,TRUE
"331","20180828_sample_2","GABAergic","Pvalb_on",138.544262423275,0.645472743161988,NA,0.380106646390597,-0.0259369500789236,0.0652806831272667,NA,-Inf,0.15817145279766,0.0709808037486181,NA,NA,0.0308374836609949,TRUE
"332","20180828_sample_3","GABAergic","Pvalb_on",175.445140902666,0.817392610795411,NA,0.366794564951638,0.0965006723088306,0.271122932287196,NA,-Inf,0.151154939129961,-0.00703165097713044,NA,NA,0.0338710074151268,TRUE
"333","20180828_sample_4","Glutamatergic","L2.3.IT_on",176.48883950618,0.814122969610116,NA,0.399955390977485,-Inf,0.117751922600898,NA,0.11210194832726,0.226505788387778,0.0333239126078483,NA,NA,0.0455152562189228,TRUE
"334","20180828_sample_5","GABAergic","Pvalb_on",139.656990448845,0.650656903072298,NA,0.388728661583073,-0.0509440270822699,0.0466530310329957,NA,-Inf,0.0794832052056383,-0.0121961005856469,NA,NA,0.0408918302757858,TRUE
"335","20180828_sample_6","GABAergic","Pvalb_on",162.362085147241,0.756439123875864,NA,0.431248347316213,0.0248909788404441,0.0554155719742591,NA,-Inf,0.0821962426733587,0.0468214808034402,NA,NA,0.0652618592102489,TRUE
"336","20180828_sample_7","Glutamatergic","L6.CT_on",65.2819223619503,0.301138092606172,NA,0.273274420238277,-Inf,-0.00291001946203012,NA,0.0174594870174961,0,0.0147748952114408,NA,NA,-0.0208593665495856,FALSE
"337","20180828_sample_8","Glutamatergic","L6.IT_on",212.609318364429,0.980742635726664,NA,0.446062225471676,-Inf,0.108883180520591,NA,0.113665408293139,0.220765387772346,0.0441860318665087,NA,NA,0.036094485577752,TRUE
"338","20180829_sample_1","GABAergic","Sst_on",194.35505369635,0.90549321539932,NA,0.360915747768083,0.123356684540314,0.0922531120387361,NA,-Inf,0.356622892459784,0.0613617121795832,NA,NA,-0.00170600254768844,TRUE
"339","20180829_sample_2","GABAergic","Sst_on",217.290390756207,1.01234812709636,NA,0.478443355569978,0.0927778119059526,0.0449024362134682,NA,Inf,0.0279190087578409,0.0668606915860933,NA,NA,-0.00686104408033807,TRUE
"340","20180829_sample_3","GABAergic","Sst_on",181.798257861625,0.846991554551017,NA,0.399843953935265,0.0908308198525502,0.206562520492823,NA,-Inf,0.100979661765209,-0.0124373454855345,NA,NA,-0.0249761457128418,TRUE
"341","20180829_sample_4","GABAergic","Sst_on",174.593916676266,0.813426787694186,NA,0.359055059154088,0.0278168621482371,0.0823381981253535,NA,-Inf,0.137593486106378,0.0264827103016676,NA,NA,-0.00675507357622953,TRUE
"342","20180829_sample_5","GABAergic","Sst_on",198.995743455523,0.92711402232863,NA,0.464389697657434,0.163680949198094,0.173982711911976,NA,-Inf,0.140688968839281,0.115199891501296,NA,NA,0.0983752089828718,TRUE
"343","20180829_sample_6","GABAergic","Sst_on",186.509473921832,0.868940940984069,NA,0.375162113344714,0.0549983249627987,0.0473419778008106,NA,-Inf,0.071839882372656,0.0361819513292911,NA,NA,0.0701432550300788,TRUE
"344","20180829_sample_7","GABAergic","Sst_on",152.288327696408,0.709505849686045,NA,0.339225203276688,0.154466890677274,0.10189471569015,NA,-Inf,0.247047529721032,0.0894078993698291,NA,NA,-0.017382822420179,TRUE
"345","20180829_sample_8","Glutamatergic","L5.IT_on",162.936044455886,0.751605465479343,NA,0.286513045285734,-Inf,0.200090886142575,NA,0.231833853041389,0.452046894906835,0.0124617401608328,NA,NA,0.0334627501769359,TRUE
"346","20180830_sample_1","GABAergic","Pvalb_on",76.7874527786668,0.357749984867949,NA,0.108680280303929,-0.0698142793618845,0.157362655417725,NA,-Inf,0.402822145432318,0.00661606754137278,NA,NA,-0.0203683055429803,FALSE
"347","20180830_sample_2","GABAergic","Pvalb_on",171.724673805748,0.800059088202072,NA,0.481193221623008,-0.00649675244521956,0.0433101239315046,NA,-Inf,0.0307610784573763,-0.0110954142100939,NA,NA,0.0459426042414303,TRUE
"348","20180830_sample_5","GABAergic","Pvalb_on",102.892949544547,0.479374556787056,NA,0.38475815464471,-0.0530669518780938,-0.00374839058360878,NA,-Inf,0.0180553933829068,-0.0135516324409945,NA,NA,0.00500018251972271,TRUE
"349","20180830_sample_6","GABAergic","Pvalb_on",157.491199998238,0.733745844892227,NA,0.446025453005404,0.0125664566240499,0.0364644052867394,NA,-Inf,0.0412007900375649,0.0337516870055692,NA,NA,0.00247917153137964,TRUE
"350","20180904_sample_1","GABAergic","Pvalb_on",146.160238706807,0.680955303158369,NA,0.393671204259686,0.101828702163977,0.0762056881975418,NA,-Inf,0.129839776091399,0.0723541814092441,NA,NA,0.0368307600535544,TRUE
"351","20180904_sample_2","GABAergic","Pvalb_on",165.698146937817,0.771981715951906,NA,0.418225851686516,0.0237703146661433,0.131872596339387,NA,-Inf,0.103059679428069,0.0541457601804696,NA,NA,0.0378626820933409,TRUE
"352","20180904_sample_3","GABAergic","Pvalb_on",191.315912339143,0.891333964959198,NA,0.471833362570617,0.0536646566860924,0.216029361388611,NA,-Inf,0.115204818847376,0.00294304456041064,NA,NA,0.0149761336747668,TRUE
"353","20180904_sample_4","GABAergic","Pvalb_on",188.489446844275,0.878165563723993,NA,0.473088038874276,0.134050330745162,0.117467993733497,NA,-Inf,0.0199104801809983,0.0139174411054702,NA,NA,0.0637206096553818,TRUE
"354","20180904_sample_5","GABAergic","Pvalb_on",154.950358588985,0.72190815601443,NA,0.253105684120593,-0.0369262831959619,0.0775123567960801,NA,-Inf,0.588637933017802,0.0534380943053448,NA,NA,0.0559668641757767,TRUE
"355","20180904_sample_6","GABAergic","Pvalb_on",153.397682768917,0.714674295129176,NA,0.415843877678987,0.040438683120549,0.0836565905972591,NA,-Inf,0.134410984196022,0.00354519796923604,NA,NA,0.0708490144252246,TRUE
"356","20180904_sample_7","GABAergic","Pvalb_on",150.001002314205,0.69884928287389,NA,0.431651390524009,0.0485109549683014,0.0396881242082951,NA,-Inf,0.0573824468920901,0.0207603416565398,NA,NA,0.0736593667250221,TRUE
"357","20180904_sample_9","GABAergic","Pvalb_on",155.574189568698,0.724814562145596,NA,0.486614143436341,0.129528021322195,0.0896761507684262,NA,-Inf,0.0472678357564498,0.0217026003216417,NA,NA,0.0639005872362213,TRUE
"358","20180905_sample_1","GABAergic","Sst_on",159.96271428301,0.745260541186771,NA,0.408245435734226,0.184374162211559,0.00873626123146983,NA,-Inf,0.00257796302626271,0.0441691675187144,NA,NA,0.0359762304318142,TRUE
"359","20180905_sample_2","GABAergic","Sst_on",166.605370309315,0.776208437059076,NA,0.372681730610274,-0.0289174382630425,0.0313094005331866,NA,-Inf,0.0206377066075223,0.023347004047424,NA,NA,0.0644565510435266,TRUE
"360","20180910_sample_2","GABAergic","Sst_on",192.492066055861,0.896813622886791,NA,0.45871224209869,0.0357317591119818,0.0174333164412321,NA,-Inf,0.0638676667527721,0.0216181708510248,NA,NA,-0.021713209180276,TRUE
"361","20180910_sample_3","GABAergic","Sst_on",171.874008786535,0.800754834514571,NA,0.345951402093732,0.00633379392531343,0.0135970918502912,NA,-Inf,0.100675115334417,0.114012637695625,NA,NA,0.0065280676235944,TRUE
"362","20180911_sample_1","GABAergic","Sst_on",173.653844207877,0.809047023824296,NA,0.377910996321645,0.110959857056513,0.1203109829081,NA,-Inf,0.153982714632974,0.0494648962689302,NA,NA,0.0164597052680406,TRUE
"363","20180911_sample_2","GABAergic","Sst_on",180.016582336408,0.838690792263417,NA,0.442320667895539,-0.00120145580532422,0.0110178020428418,NA,-Inf,0.0216700604583974,0.0693202128250616,NA,NA,0.0219095844364453,TRUE
"364","20180911_sample_3","GABAergic","Sst_on",179.473849167907,0.836162217922264,NA,0.459583817428197,0.129951065040249,0.072698216316503,NA,-Inf,0.098351349520098,0.0102664835101771,NA,NA,0.0144610201256934,TRUE
"365","20180911_sample_5","GABAergic","Sst_on",51.3845273792108,0.239398667713933,NA,0.270739273705967,-0.0267303775153991,-0.0226634998761129,NA,-Inf,0.00257796302626271,-0.0263223581389082,NA,NA,-0.0288582767598218,FALSE
"366","20180911_sample_6","GABAergic","Sst_on",138.68136780311,0.646111512202844,NA,0.353524227755021,-0.0350923161485291,0.0165336160297518,NA,-Inf,0.00257796302626271,-0.0263223581389082,NA,NA,-0.0246527624422165,TRUE
"367","20180912_sample_2","GABAergic","Pvalb_on",173.264805621146,0.807234507020059,NA,0.401616585022851,-0.00232475797465703,0.00946431939956834,NA,-Inf,0.134067237859679,0.00615745363995206,NA,NA,0.0746282343727689,TRUE
"368","20180912_sample_3","GABAergic","Pvalb_on",145.734295437059,0.678970848761291,NA,0.407660087480326,0.0487698110384381,0.0688577727074361,NA,-Inf,0.0440552805542746,0.0517847619385963,NA,NA,0.00855821844058749,TRUE
"369","20180912_sample_6","GABAergic","Pvalb_on",161.249498058812,0.751255620586638,NA,0.456186464962596,0.0237739406645898,0.107509455770856,NA,-Inf,0.0358141408349256,-0.000679239194304507,NA,NA,0.0250171977805362,TRUE
"370","20180913_sample_2","GABAergic","Sst_on",37.1917043011434,0.173274814692691,NA,0.026540651019753,-0.00523838758295478,0.30232451471209,NA,-Inf,0.312423804840088,0.0967604259976483,NA,NA,0.000235306095685917,FALSE
"371","20180917_sample_1","GABAergic","Sst_on",191.696170078683,0.893105572111715,NA,0.42815102131712,0.0859785649238427,0.0198497379322455,NA,-Inf,0.0235454650173921,0.0898199285048186,NA,NA,0.0142633276139202,TRUE
"372","20180917_sample_2","GABAergic","Pvalb_on",215.492356073982,1.00397114808376,NA,0.419977085595141,0.0490233275918679,0.0767780504849667,NA,Inf,0.204614994489858,0.055330719160277,NA,NA,0.0645290276911845,TRUE
"373","20180917_sample_3","Glutamatergic","L5.IT_on",161.350165421033,0.744289985628552,NA,0.377039598990035,-Inf,0.0868628497938412,NA,0.00184772792446285,0.303190046024615,0.00627825310601948,NA,NA,0.0273317443094558,TRUE
"374","20180917_sample_4","GABAergic","Pvalb_on",157.738583732488,0.734898396825934,NA,0.40932242240167,0.00589743093770272,0.0494007083835986,NA,-Inf,0.0725220265190636,0.011309048195766,NA,NA,0.0275770666897376,TRUE
"375","20180917_sample_5","GABAergic","Sst_on",154.986209177266,0.72207518261775,NA,0.347923003251285,-0.0187194811056188,0.0962496156220589,NA,-Inf,0.139808307399144,0.0490644418029919,NA,NA,0.0101763945406935,TRUE
"376","20180918_sample_1","GABAergic","Vip_on",222.558005936665,1.03688975704899,NA,0.348311483667589,0.0143085394262313,0.117088494092415,NA,Inf,0.237545038054568,-0.0214625276097247,NA,NA,0.0210467327952994,TRUE
"377","20180918_sample_2","GABAergic","Vip_on",203.421030713634,0.947731276741131,NA,0.462228396895233,0.0076826403392876,0.019403232962208,NA,-Inf,0.00709772389120551,0.00228928481303338,NA,NA,0.0468298765602424,TRUE
"378","20180918_sample_3","GABAergic","Vip_on",193.855842280482,0.903167407340714,NA,0.35453103395148,-0.0530723510512123,0.0578658730276297,NA,-Inf,0.0876804170314898,0.0464987000682984,NA,NA,-0.0128037633839191,TRUE
"379","20180920_sample_1","GABAergic","Sst_on",37.2899963111251,0.173732753637286,NA,0.0908607509905489,0.102138952545097,0.0209911532103978,NA,-Inf,0.450321728780569,0.00263515120628803,NA,NA,-0.0288582767598218,FALSE
"380","20180920_sample_2","GABAergic","Pvalb_on",89.0776188397865,0.415009427176363,NA,0.203484790456343,0.00366582263980891,-0.00158273357359599,NA,-Inf,0.22519217015609,-0.0263223581389082,NA,NA,-0.0288582767598218,TRUE
"381","20180920_sample_3","GABAergic","Pvalb_on",182.741075005216,0.851384105764107,NA,0.501582623588467,0.0365647891380409,0.13730169776351,NA,-Inf,0.0395900274278277,0.0978820260603301,NA,NA,0.00604885955816719,TRUE
"382","20180920_sample_4","GABAergic","Pvalb_on",96.3723786277362,0.448995451055506,NA,0.367404373825943,0.0543455727519071,0.0103245395821115,NA,-Inf,0.00257796302626271,-0.0128074115906177,NA,NA,-0.0131929775748905,TRUE
"383","20180921_sample_1","GABAergic","Sst_on",57.2282457605183,0.266624341790025,NA,0.113076126032434,-0.116544815896727,-0.0562407057898263,NA,-Inf,0.160478546501083,0.0518058723342825,NA,NA,-0.021975726975618,FALSE
"384","20180921_sample_2","GABAergic","Pvalb_on",178.137604853458,0.829936703649097,NA,0.478900975697158,0.0336348125737159,0.111905809541761,NA,-Inf,0.0772569475311248,0.0480896968516652,NA,NA,0.055890534395238,TRUE
"385","20180921_sample_3","GABAergic","Pvalb_on",175.833052323198,0.81919987617281,NA,0.445498199884688,0.049392705003728,0.119261551479951,NA,-Inf,0.0316023531901639,0.163007479650348,NA,NA,0.0496182181611835,TRUE
"386","20180925_sample_9","GABAergic","Pvalb_on",170.55218438878,0.79459650211542,NA,0.433867188090057,0.0350338999244876,0.109728697106491,NA,-Inf,0.0838347501388849,0.0392330818384086,NA,NA,0.0317434031587072,TRUE
"387","20180926_sample_1","GABAergic","Pvalb_on",178.152172830498,0.830004575330951,NA,0.422382273858938,0.0194946540664454,0.0899238246465605,NA,-Inf,0.0890242685284945,0.0781418170203817,NA,NA,0.0498699275348442,TRUE
"388","20180926_sample_3","GABAergic","Pvalb_on",128.80799975288,0.600111845033956,NA,0.144587416429872,-0.0469435326089086,-0.000877369005057788,NA,-Inf,0.518200335821388,0.0167312333585218,NA,NA,0.00168847846160262,TRUE
"389","20180926_sample_4","GABAergic","Pvalb_on",65.6345567453081,0.305789042776686,NA,0.146322291889804,-0.0919800461103101,0.0110234602138311,NA,-Inf,0.0351297679507481,-0.0132213001763575,NA,NA,-0.00738980329215505,FALSE
"390","20180926_sample_7","GABAergic","Pvalb_on",128.179512946077,0.597183747571583,NA,0.360355165706025,0.0240505192031422,-0.0294763689565614,NA,-Inf,0.0243232194087708,-0.0263223581389082,NA,NA,-0.0101445404583731,TRUE
"391","20180926_sample_9","Glutamatergic","L2.3.IT_on",242.560881082167,1.1189057924025,NA,0.556827507150394,Inf,0.08675547080531,NA,0.0832886538038404,0.0180821858048497,0.040800263459436,NA,NA,0.0149399063392226,TRUE
"392","20180927_sample_1","GABAergic","Pvalb_on",123.020890659841,0.573149911598927,NA,0.343800454630942,-0.0163933777675372,0.0497172058802514,NA,-Inf,0.0397942428925901,0.0377988952733927,NA,NA,0.103581796715724,TRUE
"394","20180927_sample_2","GABAergic","Pvalb_on",148.950603366548,0.693955511899185,NA,0.345166464018881,0.0434129654240797,0.0628513741438226,NA,-Inf,0.230577854758565,0.033281277655402,NA,NA,0.0154797354208261,TRUE
"395","20180927_sample_3","GABAergic","Pvalb_on",77.3898111311505,0.360556350799988,NA,0.247258773761823,-0.0328195608932641,-0.0447654075330414,NA,-Inf,0.0603808218579627,0.0390627216204372,NA,NA,-0.0288582767598218,FALSE
"396","20180927_sample_4","GABAergic","Pvalb_on",201.216462180081,0.937460271114828,NA,0.5029350161872,0.0898485338714884,0.0975486801945269,NA,-Inf,0.0600213432182667,0.0412069222613336,NA,NA,0.053636747562059,TRUE
"397","20180927_sample_5","GABAergic","Pvalb_on",89.3695761999997,0.416369646032683,NA,0.301421668003133,0.0373319803449146,0.0445299161922793,NA,-Inf,0.0428467402504773,0.0102051878437482,NA,NA,-0.00970419642861384,TRUE
"398","20180927_sample_7","GABAergic","Pvalb_on",146.317377600807,0.681687407622265,NA,0.30749470070009,0.00504115186666888,0.222065289882091,NA,-Inf,0.194542102797411,0.0893684621762971,NA,NA,0.0131332728703381,TRUE
"399","20180927_sample_9","Glutamatergic","L4_on",165.433620990002,0.763126502336247,NA,0.434204411090889,-Inf,0.113199681149796,NA,0.0906873379515047,0.121906276596531,0.067088420557289,NA,NA,0.0676649693144332,TRUE
"393","20180927_sample_10","GABAergic","Lamp5_on",25.396724339253,0.118322426637226,NA,0.0114036942287085,-0.103742436959867,-0.0497558366456024,NA,-Inf,0.104745467674583,0.0663857268035888,NA,NA,-0.0288582767598218,FALSE
"400","20181002_sample_1","GABAergic","Sncg_on",15.6823444516859,0.0730634796085235,NA,0.0998282222196102,-0.0201550759185243,0.143252218490576,NA,-Inf,0.211901864464368,0.107245134806566,NA,NA,-0.0259052820396324,FALSE
"402","20181002_sample_2","GABAergic","Pvalb_on",107.975916508006,0.503055917327862,NA,0.249906541400685,-0.00744405264440291,0.0545445140764343,NA,-Inf,0.285090577202102,-0.00219335451477602,NA,NA,0.0230747353391595,TRUE
"403","20181002_sample_3","GABAergic","Pvalb_on",169.982423833523,0.791942008149994,NA,0.397299456023536,0.13555892354918,0.101273834432958,NA,-Inf,0.146476699762709,0.0568044015335717,NA,NA,0.0445024249737325,TRUE
"404","20181002_sample_4","GABAergic","Pvalb_on",91.8001538640331,0.427693620081343,NA,0.293564370511944,0.0844547886929434,-0.00138045039644446,NA,-Inf,0.0236204777768414,0.0272295257395805,NA,NA,-0.0224116284639802,TRUE
"405","20181002_sample_5","GABAergic","Pvalb_on",198.351658576405,0.924113254007504,NA,0.433156695819048,0.117548788377258,0.139532392100059,NA,-Inf,0.215189607105953,0.0676174031145778,NA,NA,0.0398296207565992,TRUE
"406","20181002_sample_6","GABAergic","Pvalb_on",143.052901363541,0.666478330068282,NA,0.378601282228118,0.122296230227262,0.0884117623107039,NA,-Inf,0.114223067341401,0.00329213593514788,NA,NA,0.0102900301115502,TRUE
