"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"1712","FAM133A",1.6480027671894e-13,-4.99628239614416,0.057,0.429,5.58376297579114e-09
"1713","BACH1",1.74156837619055e-13,5.14328719846122,0.586,0.214,5.90078197220882e-09
"1714","NOVA2",1.94165565313777e-13,-4.16540244275162,0.157,0.714,6.57871768396139e-09
"1715","LINC00693",1.94166761049117e-13,-4.34406707215661,0.257,0.486,6.5787581978662e-09
"1716","FBXO17",1.94761455226908e-13,-3.86390208805826,0.329,0.629,6.59890762599809e-09
"1717","HLA-DMA",2.06925332563291e-13,7.37860348832688,0.371,0.014,7.01104411790942e-09
"1718","MID2",2.09418691510894e-13,-4.56170976959405,0.186,0.471,7.09552410577209e-09
"1719","SOCS6",2.13938563058117e-13,4.42483732384446,0.757,0.429,7.2486663935351e-09
"1720","BOC",2.25371246458959e-13,-4.4262647547021,0.057,0.286,7.63602857252245e-09
"1721","CD81",2.26191457352933e-13,4.34573159901214,0.443,0.414,7.66381895803207e-09
"1722","CCDC88C",2.27427281316088e-13,-4.26470322619441,0.171,0.529,7.70569114555168e-09
"1723","TRAK1",2.28189262487034e-13,2.3451331860589,0.8,0.886,7.73150859158568e-09
"1724","CNTN6",2.36524091619157e-13,-4.42189651204225,0.471,0.7,8.01390927224027e-09
"1725","BTG2",2.4238814011897e-13,7.58840600470273,0.243,0.029,8.21259496351095e-09
"1726","THADA",2.52510207955344e-13,1.82996599836169,1,1,8.55555086594296e-09
"1727","CD53",2.88409395832714e-13,5.49019120545225,0.571,0.157,9.77188714960402e-09
"1728","SLC47A2",3.03534473770337e-13,-4.59486006825619,0.186,0.571,1.02843550402866e-08
"1729","HCN1",3.20325461915731e-13,-4.7118693963394,0.757,1,1.08532673006288e-08
"1730","TSPAN5",3.32304631673901e-13,-4.4437060420634,0.529,1,1.12591455303751e-08
"1731","FRY-AS1",3.37831749070907e-13,-4.74607712338757,0.029,0.271,1.14464153220205e-08
"1732","ARRB1",3.43951888381165e-13,3.36552799730262,0.757,0.686,1.16537778821306e-08
"1733","CYP3A4",3.82462838126049e-13,-5.00539998774259,0.071,0.314,1.29586058813868e-08
"1734","VTRNA1-1",3.85964588364337e-13,3.81908421463971,0.357,0,1.30772521829605e-08
"1735","MKRN5P",4.02295494225196e-13,-4.38552825711612,0.014,0.243,1.36305759353381e-08
"1736","ART3",4.17644826425525e-13,-4.95751666867849,0.157,0.786,1.41506420089496e-08
"1737","RNF130",4.31996513005096e-13,2.04572949327241,0.886,0.971,1.46369058536387e-08
"1738","PTGFRN",4.33808580425681e-13,-4.67938870002866,0.071,0.5,1.46983023219829e-08
"1739","HPGDS",4.35774029921336e-13,6.2555823259649,0.557,0.286,1.47648956817947e-08
"1740","TNFSF13B",4.58804598937557e-13,-4.03513680073955,0.443,0.643,1.55452174212023e-08
"1741","RPS6KA1",4.66983412544088e-13,4.74870265384258,0.443,0.343,1.58223319838188e-08
"1742","TLK2P1",4.7576379129959e-13,-5.09873395358536,0.057,0.514,1.61198287768127e-08
"1743","LINC01527",4.78554006991638e-13,1.16833700453912,0.6,0.229,1.62143668648907e-08
"1744","TMEM106C",4.89137355870626e-13,-5.39993060688864,0.029,0.414,1.65729518916085e-08
"1745","ADCK3",5.07789744669594e-13,-4.18273152837021,0.071,0.514,1.72049321288952e-08
"1746","PCED1B-AS1",5.08215804613792e-13,4.8896602249468,0.2,0.029,1.72193678919245e-08
"1747","FLJ33534",5.27752648612289e-13,-4.44130251553051,0.1,0.5,1.78813152402816e-08
"1748","SLC16A14",5.38306275998157e-13,-5.05363796360207,0.186,0.586,1.82388932433696e-08
"1749","C12orf42",5.4374540505147e-13,3.49332234287933,0.529,0.643,1.84231818139539e-08
"1750","ZNF814",5.68176398818704e-13,-4.02309534458239,0.129,0.7,1.92509527447753e-08
"1751","P2RY6",5.76862998682644e-13,6.63367640989232,0.329,0.057,1.95452721213653e-08
"1752","ADH5",5.95686238211376e-13,-5.46538088496848,0.071,0.286,2.01830411230778e-08
"1753","HLF",6.01553176552238e-13,-5.57144567366397,0.229,0.8,2.03818247279429e-08
"1754","ATP2B2",6.2815691662593e-13,-4.62082545123491,0.3,1,2.12832126491198e-08
"1755","GRASP",6.46979448155634e-13,-4.2078048851134,0.014,0.5,2.19209576624092e-08
"1756","CDHR2",6.52211883221276e-13,-4.35525532855721,0.229,0.486,2.20982430273033e-08
"1757","SAMD5",6.54268547249289e-13,-3.94693156311198,0.5,0.714,2.21679269179004e-08
"1758","PILRA",6.62800645227491e-13,3.31567681761209,0.686,0.643,2.24570114615978e-08
"1759","FTL",6.99394301080122e-13,2.78185076203076,0.9,0.786,2.36968777091967e-08
"1760","CELSR3",7.08760451554623e-13,-4.77354020906536,0.029,0.471,2.40142216195737e-08
"1761","SLC35F3",7.47354392186687e-13,-4.16911498140451,0.586,0.986,2.53218615160693e-08
"1762","PLA2R1",7.5923698435316e-13,-5.19049057183678,0.1,0.457,2.57244675038538e-08
"1763","CST3",7.87837660599709e-13,5.27189760627538,0.443,0.186,2.66935156164393e-08
"1764","ENTPD1-AS1",7.92597675688923e-13,3.36089695179485,0.657,0.614,2.68547944476921e-08
"1765","FBXO2",7.9600619385534e-13,-4.73412894199667,0,0.457,2.69702818602066e-08
"1766","AP1S1",8.2566133229732e-13,-3.478540441585,0.057,0.529,2.79750572608978e-08
"1767","TTC3P1",8.39810005219411e-13,-4.72944889526224,0.071,0.571,2.84544425968441e-08
"1768","PZP",8.78705239533283e-13,-4.54648835290652,0.071,0.471,2.97722909258667e-08
"1769","BAZ2B",9.13544746131757e-13,1.35792668385342,0.943,1,3.09527230884362e-08
"1770","RGS7BP",1.00088093232774e-12,-4.20671754445048,0.143,0.929,3.39118477491285e-08
"1771","ARHGAP6",1.02046963398898e-12,3.26502458244206,0.729,0.686,3.45755521388147e-08
"1772","CFAP36",1.0321339299025e-12,-4.14798130555721,0.257,0.929,3.49707618129565e-08
"1773","TTC39B",1.08526463254444e-12,-3.93121344835569,0.429,0.771,3.67709362798706e-08
"1774","PPFIA3",1.08544432141217e-12,-3.75361472304176,0.386,0.729,3.67770244980872e-08
"1775","DGCR9",1.09985650003927e-12,-5.11703942119022,0.014,0.429,3.72653379343307e-08
"1776","GPRIN3",1.15563093366215e-12,6.0322585625501,0.357,0.057,3.9155087294341e-08
"1777","NHS",1.18808330540975e-12,-4.16855035146609,0.343,0.629,4.02546385538932e-08
"1778","ELF2P1",1.19066358879917e-12,-4.78541793009901,0.014,0.214,4.03420637156934e-08
"1779","ARID3A",1.2147886141711e-12,3.88003293137151,0.557,0.486,4.11594678253454e-08
"1780","PTMS",1.22684826203446e-12,-3.80018088916987,0.014,0.543,4.15680728142517e-08
"1781","PIN1",1.23325207986768e-12,-4.23586275806093,0.186,0.729,4.17850469700766e-08
"1782","SLC29A3",1.24397802334998e-12,4.86190011158291,0.4,0.343,4.2148463387144e-08
"1783","EFTUD1P1",1.28548036379571e-12,-4.78659636189081,0.057,0.3,4.35546456861264e-08
"1784","C2orf47",1.30294481316239e-12,-4.87357052240849,0.043,0.257,4.41463761595681e-08
"1785","R3HDM1",1.3647647075075e-12,-3.8654114679048,0.7,1,4.62409578197691e-08
"1786","DZIP3",1.38016569902277e-12,-4.61310605225377,0.157,0.957,4.67627742142896e-08
"1787","ADAMTSL3",1.38949468932406e-12,-3.86059694333458,0.514,0.8,4.70788590636778e-08
"1788","VASH1",1.39532402588099e-12,3.69699204205978,0.557,0.557,4.72763686448996e-08
"1789","ARHGAP4",1.47891195091449e-12,5.08706058416119,0.357,0.1,5.01084947208846e-08
"1790","AQP4-AS1",1.48290267302386e-12,-4.38571468795451,0.043,0.471,5.02437083673945e-08
"1791","SNRNP25",1.4908755836836e-12,-4.53915881110803,0.029,0.257,5.05138465263679e-08
"1792","CSGALNACT1",1.51947615769961e-12,1.93350795044499,1,0.986,5.14828911751783e-08
"1793","PDZK1",1.53755878491677e-12,-3.83083635539677,0.057,0.543,5.20955667505501e-08
"1794","CTSB",1.57748156970879e-12,2.56977999492603,0.814,0.843,5.34482305448733e-08
"1795","PLCH2",1.59408443459184e-12,-3.94144781764489,0.071,0.5,5.40107688128407e-08
"1796","INHBA-AS1",1.65717795579151e-12,-5.62636876304588,0.086,0.329,5.6148503498128e-08
"1797","LCP2",1.69714143763974e-12,7.00360445203764,0.429,0.071,5.75025461901096e-08
"1798","ADCY10",1.75530414589729e-12,-4.23170969349019,0.314,0.514,5.9473215071292e-08
"1799","NPAS1",1.79579757740855e-12,-3.26637011839705,0.243,0.6,6.08452135177564e-08
"1800","SFTPD",1.80418977432047e-12,-4.33683980429129,0.086,0.471,6.11295579335261e-08
"1801","LPP",1.89515621022071e-12,2.53790904057928,0.886,0.871,6.42116827146981e-08
"1802","ANKRD20A3",1.91969961051909e-12,-2.58166491062058,0.043,0.671,6.50432622036077e-08
"1803","EXD2",1.92943448395067e-12,-5.21223580630028,0,0.429,6.53730991852165e-08
"1804","WDR54",1.99293589752749e-12,-5.0680453874231,0.029,0.443,6.75246540800266e-08
"1805","ANKS1A",2.02237595182707e-12,1.94774275163432,0.843,0.957,6.85221419998046e-08
"1806","TBC1D8",2.06395780930523e-12,-3.54151224468776,0.486,0.743,6.993101849488e-08
"1807","ZNF204P",2.14274543683305e-12,-4.69574802281637,0.086,0.871,7.26005008907774e-08
"1808","FGF17",2.2446827516094e-12,-4.26088593925522,0,0.486,7.60543409900295e-08
"1809","PM20D1",2.31720324731953e-12,-4.21978120787991,0.114,0.471,7.85114804256802e-08
"1810","ABHD17C",2.4306872167539e-12,-4.77741971551583,0.086,0.414,8.23565442780555e-08
"1811","LINC01310",2.49792160798176e-12,-5.01601231798863,0,0.429,8.46345799216381e-08
"1812","ZSCAN1",2.5184156104078e-12,-4.41132326105906,0.043,0.5,8.53289577118371e-08
"1813","EML4",2.51930595684605e-12,2.32713411404757,0.843,0.857,8.5359124429858e-08
"1814","PARN",2.56708569605614e-12,1.26082466308336,1,1,8.69779975537741e-08
"1815","MRPL13",2.60001214561437e-12,-4.91210830487954,0.129,0.429,8.80936115177062e-08
"1816","ZC3HAV1L",2.60843665062603e-12,-4.95878540384962,0.071,0.443,8.83790505965111e-08
"1817","IPO5P1",2.62910932825302e-12,-4.12854235035513,0.286,0.7,8.90794822598687e-08
"1818","ANXA4",2.65675318321708e-12,3.35993347178177,0.629,0.6,9.00161113537612e-08
"1819","ZSWIM6",2.74266149780412e-12,1.47910389170194,0.971,0.971,9.29268568685991e-08
"1820","MANBA",2.76008413173304e-12,3.11800309207896,0.757,0.629,9.35171705513788e-08
"1821","MAGEC3",2.8217755377716e-12,-5.34142733459758,0.043,0.329,9.56073987707773e-08
"1822","AMPH",2.89407896361282e-12,-3.7794735762571,0.714,1,9.80571834451294e-08
"1823","VPS13C",3.04776007074098e-12,1.35070195576226,0.829,1,1.03264206716846e-07
"1824","LYRM9",3.08643436745879e-12,-5.00159784603872,0.1,0.7,1.04574569238239e-07
"1825","MMP17",3.22563762310279e-12,-4.23859206582549,0.043,0.843,1.09291053945969e-07
"1826","WDR11-AS1",3.25582775858744e-12,-4.58066236328753,0,0.486,1.1031395611646e-07
"1827","IRF5",3.26408114705851e-12,5.77258950389693,0.357,0.086,1.10593597424636e-07
"1828","C4orf50",3.47041353945699e-12,-4.06799589616082,0.114,0.486,1.17584551543882e-07
"1829","BMP2K",3.6946859152854e-12,3.2324831588867,0.8,0.586,1.251833481817e-07
"1830","SLC24A2",3.91636575881403e-12,-4.3001929414821,0.614,0.929,1.32694304640137e-07
"1831","LRRC8C",4.09457538050737e-12,2.48235418560598,0.757,0.9,1.38732403042351e-07
"1832","IFFO2",4.0957417255275e-12,-4.23343765236149,0.057,0.471,1.38771921144323e-07
"1833","ZNF135",4.1576048581017e-12,-4.83600710945201,0.043,0.429,1.40867967802202e-07
"1834","HAUS2",4.21960576139763e-12,-4.3389591754152,0.129,0.457,1.42968682407674e-07
"1835","GPCPD1",4.50069465842926e-12,3.02855490182786,0.757,0.743,1.524925364169e-07
"1836","SUSD5",4.55238961335005e-12,-4.4236815936881,0.214,0.414,1.54244064879526e-07
"1837","SLCO2A1",4.63255694584582e-12,-4.53605290024021,0.129,0.429,1.56960294439148e-07
"1838","TFAP2E",4.64687147022457e-12,-4.5389672817296,0.057,0.5,1.57445299154149e-07
"1839","NNAT",4.73067246663781e-12,-5.28415475225544,0.014,0.471,1.60284644514622e-07
"1840","TTC7A",4.86046687435033e-12,3.31695401076095,0.657,0.7,1.64682338636738e-07
"1841","PACSIN2",4.96875940676097e-12,3.25153876699596,0.7,0.786,1.68351506219875e-07
"1842","NRN1",4.98640667611641e-12,-4.88682882127555,0,0.443,1.68949431000176e-07
"1843","PRRG3",4.99092579877943e-12,-3.59127627465336,0.457,0.514,1.69102547914245e-07
"1844","NAP1L2",5.00134686475852e-12,-5.40996617340246,0.043,0.529,1.69455634471748e-07
"1845","MRAP2",5.06476795250639e-12,-4.53578250476741,0.171,0.486,1.71604467766821e-07
"1846","PRKCZ",5.25758485359204e-12,-4.35398930411966,0.186,0.814,1.78137490009405e-07
"1847","MXI1",5.63309580082986e-12,-4.53109562874242,0.314,0.757,1.90860551923717e-07
"1848","CASC1",5.67949603857808e-12,-4.13883732365822,0.3,0.629,1.92432684779102e-07
"1849","MAP3K5",5.83037093626008e-12,1.66701743084853,0.857,0.971,1.97544628062364e-07
"1850","BZRAP1",5.9929202068607e-12,-5.14917729721794,0.1,0.871,2.03052122448854e-07
"1851","SH3KBP1",6.21942112282223e-12,1.82953718120164,0.957,0.971,2.10726426483463e-07
"1852","IL12RB2",6.45413338247419e-12,-3.73862563631307,0.557,0.686,2.18678947264991e-07
"1853","PRKAB2",6.62519178183513e-12,-5.30327338223521,0.029,0.414,2.24474747952138e-07
"1854","C4orf19",6.71011207033218e-12,3.8463833713712,0.543,0.414,2.27352017166995e-07
"1855","ZNRF2",6.7257334287901e-12,2.76076558766683,0.729,0.786,2.27881300034266e-07
"1856","ZNF215",7.18765010510017e-12,-4.69828322291013,0.129,0.471,2.43531960861004e-07
"1857","AGAP1",7.21828369022274e-12,-3.38552389761864,0.857,1,2.44569887992127e-07
"1858","SVIL",7.29820506393777e-12,-3.61611119929182,0.543,0.857,2.4727778397634e-07
"1859","NUMB",7.63946920316565e-12,1.51624844962963,0.957,0.986,2.58840495541659e-07
"1860","DNAAF5",8.17205768965538e-12,-4.7915599860888,0.114,0.429,2.76885658640904e-07
