"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass"
"168","20200414_sample_17","Glutamatergic","L5.IT_on",245.668080137313,1.13323894870305,NA,0.540481768355549,0.165571040380482,0.102121235148822,NA,Inf,0.150192465361315,0.0322771827235589,NA,NA,0.0710562509417202,TRUE
"169","20200414_sample_18","Glutamatergic","L5.IT_on",208.786574015597,0.963108750263769,NA,0.339873275939478,0.212215296027453,0.243588694319613,NA,-Inf,0.668737404892111,0.0671639798160061,NA,NA,0.0407553738593078,TRUE
"170","20200414_sample_19","Glutamatergic","L5.IT_on",229.879413116172,1.06040762113921,NA,0.478907041011738,0.135409532152483,0.282658470018703,NA,Inf,0.381802124054855,0.0919092785564904,NA,NA,0.0581133273205056,TRUE
"172","20200414_sample_21","Glutamatergic","L5.IT_on",92.6004032513232,0.427155141894519,NA,0.268063943574267,0.196255125082085,0.434704421005269,NA,-Inf,0.113603270741262,0.299161359758514,NA,NA,-0.00392583320772612,TRUE
"173","20200414_sample_22","GABAergic","Sst_on",205.91990408162,0.959373438021836,NA,0.427439855415008,-Inf,0.110107684788656,NA,0.639391555503427,0.184975216612104,0.0222104303524853,NA,NA,-0.00513661890666147,TRUE
"174","20200414_sample_23","Glutamatergic","L5.IT_on",201.957576556039,0.931607360675674,NA,0.482009996585577,0.281012062586833,0.209018938099272,NA,-Inf,0.161468955923028,0.154650459575094,NA,NA,0.11597539772831,TRUE
"175","20200414_sample_24","Glutamatergic","L5.IT_on",212.379017122822,0.97968028225861,NA,0.455633264610823,0.146372557584583,0.28121903489652,NA,-Inf,0.210665593767343,0.23483469488303,NA,NA,0.0539314833850167,TRUE
"176","20200414_sample_25","Glutamatergic","L4_on",200.177529403987,0.923396205355428,NA,0.410224006006695,0.272580105042002,0.142609313127868,NA,-Inf,0.255551963037194,0.196190990418751,NA,NA,0.046791009034266,TRUE
"177","20200414_sample_26","Glutamatergic","L4_on",176.459009816857,0.813985368641564,NA,0.405195515822923,0.0830162982218339,0.120344697122248,NA,-Inf,0.095382775763489,-0.000981406612016116,NA,NA,0.0541778946231601,TRUE
"178","20200414_sample_27","GABAergic","Sst_on",223.586401920512,1.04168101700548,NA,0.418396327216517,Inf,0.0993095823986644,NA,0.18744671660152,0.207969086836566,0.0260568919284216,NA,NA,-0.024028590276997,TRUE
