gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,color
Gle1,2.04E-06,-0.403665171,0.739,0.662,0.08215381,NO
Syne1,1.64E-16,-0.403773352,0.993,0.964,6.60E-12,NO
Nat14,3.40E-06,-0.403887958,0.732,0.626,0.13673076,NO
Sh3bp5l,0.000444129,-0.403921977,0.516,0.41,1,NO
Rbm6,1.09E-13,-0.403940553,0.955,0.914,4.37E-09,NO
Tagap1,6.34E-06,-0.404082637,0.61,0.543,0.254802824,NO
Slc26a10,0.000304138,-0.404124474,0.423,0.408,1,NO
Wdr33,7.99E-13,-0.404140761,0.953,0.923,3.21E-08,NO
Dnaja1,1.80E-18,-0.404376909,0.989,0.959,7.24E-14,NO
Apoa1,0.01693827,-0.404390255,0.135,0.101,1,NO
Gm6483,7.99E-11,-0.40455978,0.779,0.766,3.21E-06,NO
Sesn3,3.22E-08,-0.404593195,0.824,0.759,0.001293991,NO
Vopp1,1.55E-05,-0.404789014,0.766,0.691,0.622787062,NO
Atg4b,1.02E-07,-0.404860333,0.784,0.698,0.004102782,NO
Mfsd7b,1.52E-05,-0.404937823,0.669,0.613,0.61064335,NO
Zfp398,1.18E-07,-0.405043871,0.849,0.784,0.004747003,NO
Wnk2,9.26E-11,-0.405142229,0.937,0.887,3.72E-06,NO
Gtf3c1,6.19E-08,-0.405194786,0.842,0.784,0.002490169,NO
Fam98a,3.95E-05,-0.405290464,0.662,0.608,1,NO
Slc18a2,0.001774473,-0.405594508,0.457,0.385,1,NO
Cwf19l2,4.05E-08,-0.405824895,0.829,0.716,0.00162919,NO
Pitrm1,0.000165703,-0.405865292,0.608,0.482,1,NO
Ap1m1,5.37E-06,-0.405978956,0.777,0.676,0.215883896,NO
6030419C18Rik,0.0086256,-0.406149092,0.428,0.331,1,NO
Sbf2,6.00E-14,-0.40622207,0.968,0.953,2.41E-09,NO
Gxylt2,0.066426059,-0.406261086,0.245,0.18,1,NO
Micu3,1.83E-11,-0.406434267,0.93,0.899,7.38E-07,NO
Celsr3,8.48E-08,-0.406442556,0.752,0.707,0.003409271,NO
Tspear,2.32E-05,-0.406467455,0.322,0.338,0.933100875,NO
Bms1,6.29E-05,-0.406528607,0.662,0.559,1,NO
Hsf1,8.48E-07,-0.406543539,0.833,0.748,0.034105491,NO
Cacna1b,4.02E-10,-0.406582169,0.941,0.908,1.62E-05,NO
Tbc1d19,5.70E-08,-0.406587817,0.822,0.743,0.002293354,NO
Gm35515,0.12450216,-0.406672716,0.135,0.137,1,NO
Stam,2.51E-09,-0.406720071,0.851,0.795,0.000100857,NO
Jph1,0.000420521,-0.406815551,0.568,0.514,1,NO
Kdm1a,6.45E-08,-0.406941315,0.914,0.858,0.002592199,NO
Lin7b,4.03E-07,-0.406968866,0.811,0.714,0.016196236,NO
Fry,7.66E-10,-0.406998813,0.921,0.856,3.08E-05,NO
Odf3l2,0.000666089,-0.407011359,0.331,0.297,1,NO
Kdm4a,0.000711086,-0.407035842,0.514,0.401,1,NO
Pusl1,0.000167803,-0.407110241,0.495,0.405,1,NO
Slc25a17,1.95E-06,-0.40723493,0.721,0.64,0.078254329,NO
Mccc2,5.25E-06,-0.407265888,0.694,0.592,0.211060153,NO
Ppp3cc,7.94E-06,-0.407281619,0.761,0.694,0.319127936,NO
Stac2,2.56E-07,-0.407313447,0.883,0.782,0.010311905,NO
Agpat4,1.24E-06,-0.407347168,0.822,0.712,0.04991197,NO
Pdzk1,0.005363786,-0.407434346,0.421,0.349,1,NO
Pqlc1,0.002233167,-0.407454166,0.495,0.441,1,NO
Stmn4,2.90E-12,-0.407514379,0.935,0.878,1.16E-07,NO
Rmdn1,2.67E-12,-0.407547654,0.912,0.872,1.07E-07,NO
1700021K19Rik,1.16E-06,-0.407661056,0.836,0.761,0.046659732,NO
Med26,0.000764479,-0.40767569,0.635,0.561,1,NO
Zfp938,0.001943744,-0.407723302,0.64,0.484,1,NO
Vps26b,3.16E-08,-0.407752473,0.815,0.739,0.001271015,NO
L3mbtl3,1.09E-05,-0.407766632,0.863,0.827,0.437079225,NO
Pgam1,3.98E-16,-0.407812668,0.964,0.919,1.60E-11,NO
Cep89,0.001339169,-0.407873579,0.516,0.462,1,NO
Nupl2,0.000422153,-0.407934741,0.491,0.428,1,NO
Sp4,8.87E-05,-0.407942176,0.75,0.604,1,NO
11-Mar,0.000171989,-0.407944056,0.739,0.658,1,NO
Oprd1,0.004150696,-0.407982091,0.435,0.363,1,NO
Gm996,8.65E-06,-0.407995405,0.619,0.565,0.347731498,NO
Gm5898,7.06E-05,-0.408034112,0.385,0.286,1,NO
Mad1l1,3.77E-05,-0.408070725,0.709,0.626,1,NO
Dhcr24,0.001446346,-0.408126087,0.477,0.394,1,NO
Tmem198,0.007076896,-0.408134639,0.532,0.493,1,NO
Srrm1,1.86E-18,-0.408281905,0.971,0.944,7.47E-14,NO
Prkdc,2.32E-05,-0.408345126,0.784,0.723,0.934923231,NO
Slc35f3,2.75E-05,-0.408383346,0.718,0.662,1,NO
Tmed4,1.27E-06,-0.408470992,0.845,0.716,0.050990072,NO
Cipc,2.45E-06,-0.408576878,0.784,0.694,0.098490744,NO
Alkbh8,4.75E-05,-0.408609383,0.745,0.644,1,NO
Mtor,2.94E-08,-0.408622797,0.833,0.732,0.001182087,NO
Tubb4a,2.35E-14,-0.408634409,0.937,0.923,9.44E-10,NO
Zdhhc6,0.000299912,-0.408697914,0.619,0.482,1,NO
Gpr19,5.47E-05,-0.408730598,0.676,0.568,1,NO
Wdr37,6.71E-09,-0.408740836,0.883,0.802,0.000269642,NO
Pmpca,7.47E-06,-0.408746469,0.662,0.532,0.300515083,NO
Rhbdd2,5.44E-06,-0.40878227,0.795,0.7,0.218773372,NO
Abcc10,0.00594714,-0.408810363,0.315,0.3,1,NO
Mrpl1,0.000206994,-0.408819492,0.617,0.541,1,NO
Abca5,3.20E-07,-0.408840891,0.836,0.761,0.012887692,NO
2210018M11Rik,3.53E-08,-0.409052237,0.901,0.793,0.001418208,NO
Tsen2,0.00012957,-0.40914456,0.55,0.464,1,NO
Tmem222,1.08E-06,-0.40919336,0.824,0.687,0.043279355,NO
Scrn1,1.42E-10,-0.409414551,0.899,0.84,5.70E-06,NO
Kcnj9,6.91E-06,-0.409479201,0.784,0.712,0.277891376,NO
Grk6,8.33E-06,-0.409697241,0.718,0.61,0.334976823,NO
Fam110b,7.84E-09,-0.409963329,0.815,0.768,0.000315463,NO
Rngtt,4.89E-11,-0.410149713,0.928,0.921,1.97E-06,NO
Zbtb38,1.40E-07,-0.41026821,0.842,0.755,0.005638988,NO
Ttc7b,3.08E-14,-0.410384965,0.935,0.887,1.24E-09,NO
Smug1,0.003953529,-0.410399326,0.313,0.23,1,NO
Zmym1,0.000167413,-0.410438265,0.552,0.505,1,NO
Gm15612,2.95E-07,-0.410442925,0.477,0.579,0.011864001,NO
Fbxo32,0.005999015,-0.410461288,0.315,0.214,1,NO
Gtf2ird1,6.05E-08,-0.410541318,0.775,0.721,0.002432294,NO
Myef2,3.72E-12,-0.410593085,0.919,0.89,1.50E-07,NO
Trim2,1.83E-18,-0.41059924,0.993,0.98,7.37E-14,NO
Qsox1,0.000476407,-0.41061149,0.547,0.464,1,NO
Polr3a,0.003803296,-0.41110905,0.577,0.462,1,NO
Cc2d1a,0.000269037,-0.411199348,0.608,0.482,1,NO
Zfp667,0.001584654,-0.411246242,0.5,0.446,1,NO
Stambp,0.000389757,-0.411268525,0.595,0.471,1,NO
Unc5a,0.002409268,-0.411317569,0.552,0.441,1,NO
Zfp788,0.000933219,-0.411411441,0.495,0.421,1,NO
Qars,5.48E-05,-0.411541297,0.689,0.523,1,NO
Arhgap21,3.94E-19,-0.411574609,0.998,0.998,1.58E-14,NO
Prmt10,0.004585465,-0.411766666,0.577,0.534,1,NO
Etl4,2.51E-11,-0.411946403,0.973,0.975,1.01E-06,NO
Ankrd16,1.51E-05,-0.411979468,0.644,0.514,0.60524842,NO
Hey1,0.01148936,-0.412037774,0.396,0.286,1,NO
Dexi,8.03E-08,-0.412204435,0.887,0.804,0.00323027,NO
6430573F11Rik,0.008698617,-0.412356136,0.261,0.232,1,NO
Gm31305,1.05E-06,-0.41239542,0.788,0.748,0.042177957,NO
Uchl3,4.30E-07,-0.412402439,0.869,0.788,0.017305215,NO
Cnep1r1,0.000804761,-0.412464703,0.559,0.432,1,NO
Atxn10,6.25E-21,-0.412469347,0.98,0.964,2.51E-16,NO
Upp2,1.35E-09,-0.412475039,0.937,0.842,5.45E-05,NO
Zfc3h1,1.51E-08,-0.412569302,0.867,0.804,0.000609158,NO
Lmtk2,3.85E-08,-0.412584752,0.833,0.797,0.001547714,NO
Gm34538,0.002780029,-0.412595451,0.304,0.3,1,NO
Gpr27,0.004851927,-0.412778498,0.309,0.268,1,NO
Inpp5e,0.000172421,-0.412897623,0.5,0.45,1,NO
Mtus2,1.24E-12,-0.412926449,0.944,0.93,4.98E-08,NO
Nebl,1.46E-11,-0.41293445,0.962,0.926,5.88E-07,NO
Rmdn3,2.18E-06,-0.412939033,0.718,0.635,0.087569073,NO
0610011F06Rik,0.000191567,-0.412945618,0.653,0.493,1,NO
Man2a2,2.19E-09,-0.413029199,0.935,0.842,8.79E-05,NO
Fgf12,1.22E-15,-0.413328494,0.993,0.982,4.91E-11,NO
Klhl17,3.38E-05,-0.413485629,0.673,0.586,1,NO
Avil,0.071854633,-0.413649625,0.185,0.169,1,NO
Btf3l4,2.29E-09,-0.413692215,0.851,0.739,9.23E-05,NO
Kif16b,1.60E-07,-0.413928634,0.77,0.727,0.006441763,NO
Mtx2,1.78E-07,-0.413968911,0.851,0.725,0.007176096,NO
Nfyc,1.44E-09,-0.414202019,0.86,0.795,5.77E-05,NO
Tmem41b,7.54E-07,-0.414211565,0.793,0.689,0.030339154,NO
Ldoc1l,0.043512261,-0.414214361,0.32,0.23,1,NO
Trim11,0.000538696,-0.414279355,0.568,0.453,1,NO
Gm36131,0.021206329,-0.414285704,0.309,0.261,1,NO
Dnmt1,0.001141912,-0.41432401,0.68,0.592,1,NO
Zc3h13,8.22E-16,-0.414618118,0.982,0.953,3.30E-11,NO
Nek4,0.00028957,-0.414623031,0.511,0.455,1,NO
Srrm3,2.03E-10,-0.414674227,0.914,0.89,8.17E-06,NO
Ptdss2,1.07E-05,-0.414691037,0.698,0.644,0.431445174,NO
Zmat3,4.15E-06,-0.414696681,0.732,0.691,0.166866052,NO
Sec23a,1.20E-07,-0.414705296,0.838,0.761,0.004845387,NO
Insr,2.30E-08,-0.414793471,0.86,0.782,0.000925757,NO
Dld,5.21E-10,-0.414813813,0.921,0.842,2.09E-05,NO
Rnaseh2a,0.00263079,-0.414918558,0.464,0.349,1,NO
Dgkb,1.85E-06,-0.414966457,0.894,0.858,0.074462247,NO
Caprin2,0.001536003,-0.415037499,0.486,0.423,1,NO
Usp53,0.000443182,-0.415068503,0.644,0.545,1,NO
Tet1,1.19E-05,-0.415137627,0.577,0.568,0.477803383,NO
Mical2,1.17E-10,-0.415187211,0.941,0.899,4.72E-06,NO
Kcnn3,7.05E-06,-0.415235658,0.757,0.718,0.283345922,NO
Col11a1,0.014110411,-0.415264769,0.426,0.401,1,NO
Dr1,0.000873152,-0.415327301,0.547,0.385,1,NO
Adrb1,1.48E-05,-0.415338029,0.669,0.601,0.596348843,NO
Ssh1,4.58E-06,-0.415431732,0.732,0.622,0.18412455,NO
Ppm1k,2.00E-05,-0.415561487,0.649,0.547,0.805627355,NO
Ilf2,2.30E-09,-0.415642965,0.883,0.809,9.23E-05,NO
Ube3a,1.94E-19,-0.415715658,0.993,0.971,7.81E-15,NO
Smc2,0.006216342,-0.415852756,0.462,0.39,1,NO
Gm36123,0.043290113,-0.415861796,0.286,0.241,1,NO
Dync2li1,0.007727073,-0.415922218,0.338,0.286,1,NO
Lrrc8c,0.000104589,-0.41597596,0.673,0.615,1,NO
Trappc11,2.62E-06,-0.416203884,0.741,0.644,0.10528279,NO
Trit1,7.71E-07,-0.416219272,0.827,0.714,0.031001673,NO
Prrt2,9.76E-07,-0.41624839,0.755,0.653,0.039260114,NO
A230073K19Rik,1.13E-09,-0.416361073,0.887,0.863,4.55E-05,NO
Slc27a4,1.20E-05,-0.41646392,0.743,0.667,0.48290931,NO
Fgfr1,0.000188619,-0.416471675,0.595,0.471,1,NO
Hspa12a,1.23E-06,-0.416721523,0.777,0.694,0.04958529,NO
Rabif,0.001413957,-0.416745581,0.545,0.419,1,NO
Tgfbr3,0.002068072,-0.416749027,0.493,0.426,1,NO
4930455C13Rik,7.38E-07,-0.416787281,0.171,0.212,0.029677848,NO
Lrp12,0.000303461,-0.416837718,0.673,0.541,1,NO
Htt,1.78E-11,-0.417140837,0.932,0.881,7.15E-07,NO
A230056P14Rik,0.000122793,-0.417165368,0.586,0.534,1,NO
Neo1,2.28E-05,-0.417191971,0.721,0.712,0.916890465,NO
Zcchc7,4.90E-14,-0.417263022,0.946,0.923,1.97E-09,NO
Epn2,3.65E-06,-0.417288441,0.773,0.658,0.146698837,NO
Cd99l2,1.70E-07,-0.417581151,0.802,0.73,0.006851379,NO
Cblb,6.30E-06,-0.417657857,0.73,0.658,0.253398489,NO
Parl,7.00E-07,-0.417844948,0.723,0.583,0.02814054,NO
Mroh1,3.28E-09,-0.41793025,0.89,0.815,0.000132097,NO
Unc119,0.001609202,-0.417942395,0.588,0.437,1,NO
Zfp26,0.002404638,-0.417943802,0.538,0.437,1,NO
Fastkd2,0.006032405,-0.418043304,0.412,0.378,1,NO
Mtfmt,0.008283037,-0.418198829,0.421,0.322,1,NO
Zscan20,0.027008357,-0.418337604,0.191,0.171,1,NO
Wdr3,0.003314607,-0.418339444,0.484,0.396,1,NO
Usp40,2.33E-07,-0.418565893,0.806,0.727,0.009364092,NO
Katnal1,3.34E-07,-0.418650605,0.752,0.687,0.013420663,NO
Elfn2,3.47E-05,-0.418741077,0.633,0.57,1,NO
E030011O05Rik,0.002970234,-0.418889825,0.288,0.286,1,NO
Taz,4.12E-10,-0.418932172,0.91,0.831,1.66E-05,NO
Gm30824,2.38E-08,-0.418952549,0.333,0.383,0.000958731,NO
Wasf3,1.90E-07,-0.419104917,0.865,0.77,0.007634196,NO
Ercc1,0.000117993,-0.419134903,0.721,0.601,1,NO
Zfp280b,0.015100815,-0.419287807,0.354,0.284,1,NO
Lrpap1,2.91E-12,-0.419386937,0.95,0.89,1.17E-07,NO
Gltscr1l,1.05E-12,-0.419430687,0.953,0.912,4.24E-08,NO
Gm15879,0.01972734,-0.419453165,0.245,0.196,1,NO
Bcl11b,4.50E-06,-0.419502717,0.606,0.579,0.181143718,NO
Apitd1,0.037506318,-0.419529281,0.266,0.245,1,NO
Dlgap1,3.82E-20,-0.419598197,1,0.998,1.53E-15,NO
Atp11a,1.10E-05,-0.419726958,0.75,0.667,0.442891175,NO
Ctnnd2,1.14E-18,-0.419736407,0.995,0.973,4.57E-14,NO
Neil1,0.000908019,-0.419763305,0.437,0.365,1,NO
Rasgrp2,0.000121963,-0.419820003,0.554,0.457,1,NO
Mpp3,0.000133552,-0.419867149,0.59,0.482,1,NO
Cog3,0.001972297,-0.419921941,0.696,0.579,1,NO
Dcun1d2,1.87E-07,-0.419924281,0.806,0.705,0.0075034,NO
Smpd4,7.17E-06,-0.419939059,0.723,0.628,0.288239438,NO
Gm35566,0.017025118,-0.419990409,0.194,0.169,1,NO
Galt,4.20E-06,-0.420091659,0.721,0.604,0.168757666,NO
Ncapg2,0.018585493,-0.420108489,0.3,0.227,1,NO
Cyfip2,1.24E-15,-0.420114007,0.973,0.95,5.00E-11,NO
Xrcc6,1.23E-05,-0.420122788,0.669,0.538,0.494321057,NO
Suv420h2,0.00187636,-0.420158538,0.468,0.428,1,NO
Ptprn2,2.39E-19,-0.420260096,0.984,0.986,9.63E-15,NO
Pign,1.31E-05,-0.420319503,0.718,0.61,0.52845451,NO
Ccnc,8.95E-09,-0.420533116,0.869,0.791,0.000359808,NO
E2f6,9.72E-05,-0.420562697,0.577,0.462,1,NO
Parg,4.85E-08,-0.420679945,0.838,0.73,0.001948987,NO
Prrt1,1.35E-09,-0.420700125,0.804,0.806,5.43E-05,NO
1700101I11Rik,0.000993958,-0.420863962,0.439,0.439,1,NO
Tmub2,2.89E-06,-0.42089171,0.768,0.678,0.116390248,NO
Ndufaf7,6.91E-10,-0.420969529,0.867,0.786,2.78E-05,NO
2010315B03Rik,0.012480467,-0.420976561,0.435,0.367,1,NO
Scamp1,1.51E-12,-0.421013363,0.948,0.881,6.08E-08,NO
Cbfa2t2,4.29E-08,-0.421114051,0.84,0.788,0.001723255,NO
Unc50,1.68E-07,-0.421463125,0.809,0.709,0.006761056,NO
Plch2,2.80E-05,-0.421509004,0.608,0.514,1,NO
Parn,8.14E-06,-0.421521114,0.734,0.581,0.327133649,NO
Med14,1.56E-08,-0.42172392,0.905,0.874,0.000629208,NO
Phka1,9.79E-05,-0.421815154,0.604,0.527,1,NO
Atp2a2,7.59E-18,-0.421820098,0.975,0.968,3.05E-13,NO
Dgkh,6.28E-09,-0.421863721,0.874,0.842,0.000252429,NO
Gucy1a2,6.07E-10,-0.422009239,0.923,0.894,2.44E-05,NO
Hectd3,0.006055357,-0.422135435,0.52,0.414,1,NO
Synj1,3.38E-16,-0.422315963,0.968,0.955,1.36E-11,NO
Gprin1,0.001845202,-0.422430507,0.626,0.514,1,NO
Slc44a1,1.52E-09,-0.422480482,0.901,0.849,6.13E-05,NO
Rsad1,0.012613796,-0.422514772,0.408,0.347,1,NO
Ptprg,4.35E-12,-0.422524323,0.973,0.968,1.75E-07,NO
Pex14,1.22E-08,-0.422543536,0.833,0.777,0.000491649,NO
Klhl18,1.66E-05,-0.422558769,0.743,0.649,0.666189422,NO
Zik1,0.009111311,-0.422604099,0.336,0.284,1,NO
Zfp759,0.397943392,-0.422641675,0.124,0.088,1,NO
Prdm15,0.001293174,-0.422728565,0.606,0.477,1,NO
Lrfn5,2.87E-12,-0.422852329,0.964,0.928,1.15E-07,NO
Nif3l1,0.005296665,-0.422863991,0.45,0.354,1,NO
Rgs6,2.13E-05,-0.422887671,0.779,0.775,0.858175,NO
Samd5,0.00012732,-0.422899862,0.685,0.626,1,NO
Mapk7,0.000599084,-0.423039623,0.43,0.327,1,NO
Gm33320,0.003655702,-0.423119846,0.277,0.214,1,NO
Pigl,8.27E-05,-0.423147632,0.527,0.507,1,NO
Agbl5,0.001062904,-0.423215611,0.495,0.399,1,NO
Atg4a,2.03E-05,-0.423233721,0.552,0.459,0.818041173,NO
Crmp1,4.59E-11,-0.423314189,0.894,0.858,1.85E-06,NO
Tceal8,5.21E-05,-0.423380958,0.721,0.572,1,NO
Emc7,7.49E-13,-0.423509108,0.928,0.881,3.01E-08,NO
Ttc37,4.20E-05,-0.42351447,0.703,0.597,1,NO
Flnb,5.01E-09,-0.423539657,0.914,0.847,0.000201293,NO
Plekhm3,3.16E-08,-0.423570667,0.829,0.804,0.00127019,NO
Casc4,3.59E-14,-0.423627311,0.944,0.908,1.44E-09,NO
Dhx9,8.18E-08,-0.423629901,0.881,0.782,0.003288376,NO
Tenm2,2.13E-13,-0.423793356,0.984,0.964,8.56E-09,NO
Nme5,0.002147853,-0.423803583,0.446,0.356,1,NO
E330033B04Rik,3.19E-05,-0.42381192,0.572,0.498,1,NO
5530601H04Rik,0.002371746,-0.423837429,0.448,0.331,1,NO
Noa1,0.003505341,-0.423853647,0.399,0.315,1,NO
Btbd7,1.19E-07,-0.423904013,0.863,0.741,0.004787711,NO
Pitpnm3,3.11E-08,-0.423947353,0.849,0.761,0.001249707,NO
Alms1,1.84E-05,-0.42403625,0.748,0.646,0.740173981,NO
Trove2,8.46E-09,-0.424171638,0.84,0.777,0.000340359,NO
Ahsa2,0.000846015,-0.424200767,0.601,0.534,1,NO
Rbm18,3.55E-07,-0.424246403,0.784,0.669,0.014279317,NO
Utp18,9.98E-05,-0.424323431,0.691,0.604,1,NO
Camk4,1.35E-05,-0.424388506,0.768,0.655,0.543207337,NO
Tfg,4.52E-11,-0.424426545,0.908,0.867,1.82E-06,NO
Nxpe3,0.000396619,-0.424476362,0.554,0.516,1,NO
Qtrtd1,0.004231709,-0.424523568,0.399,0.333,1,NO
Esyt2,1.36E-08,-0.424562465,0.905,0.867,0.000547729,NO
Dhcr7,6.11E-05,-0.424584033,0.624,0.545,1,NO
Otud4,1.48E-07,-0.42465247,0.831,0.698,0.00593458,NO
Txndc5,0.000943503,-0.424659568,0.586,0.471,1,NO
Cyp51,1.50E-05,-0.424873506,0.75,0.685,0.603421332,NO
Oxr1,6.89E-15,-0.42487722,0.986,0.966,2.77E-10,NO
Usp3,1.42E-06,-0.42495254,0.795,0.716,0.05702556,NO
Cacnb2,8.02E-10,-0.424992972,0.944,0.896,3.23E-05,NO
Arhgap6,0.004634483,-0.425300216,0.495,0.477,1,NO
D930015E06Rik,3.61E-07,-0.42535599,0.797,0.721,0.014502591,NO
Large,1.83E-15,-0.425405113,0.977,0.948,7.35E-11,NO
Kpna6,1.49E-05,-0.425541557,0.676,0.615,0.599333451,NO
Gm5512,2.09E-11,-0.425541936,0.266,0.34,8.41E-07,NO
Prdm10,6.65E-05,-0.425548014,0.768,0.667,1,NO
Tubgcp6,0.000239353,-0.425549645,0.613,0.538,1,NO
Pcdh7,1.05E-08,-0.425716485,0.923,0.892,0.00042279,NO
Myrip,2.30E-07,-0.425963667,0.768,0.676,0.009232673,NO
Clasrp,5.17E-11,-0.426254315,0.901,0.838,2.08E-06,NO
Gm4532,0.035139051,-0.426278042,0.266,0.232,1,NO
Zfml,5.97E-14,-0.426301846,0.973,0.93,2.40E-09,NO
Pikfyve,4.30E-06,-0.426498752,0.786,0.705,0.172948513,NO
Dffb,0.012613517,-0.426867342,0.403,0.385,1,NO
Zranb2,2.17E-21,-0.426890796,0.982,0.955,8.72E-17,NO
Rerg,0.003858649,-0.426964797,0.385,0.374,1,NO
Ank1,2.70E-09,-0.4271014,0.863,0.833,0.000108695,NO
Arhgap20,4.80E-06,-0.427221131,0.759,0.73,0.19290683,NO
Fam13c,2.03E-09,-0.427301081,0.894,0.786,8.16E-05,NO
Acd,3.87E-06,-0.427386321,0.741,0.626,0.15571827,NO
Prep,0.001983202,-0.427424521,0.534,0.432,1,NO
Cacnb4,5.73E-19,-0.42743202,0.977,0.959,2.30E-14,NO
Pitpnm2,1.69E-08,-0.427521613,0.858,0.786,0.000678637,NO
Asap1,6.80E-15,-0.427562752,0.971,0.919,2.73E-10,NO
Ccser1,6.97E-14,-0.427646171,0.971,0.953,2.80E-09,NO
Elk1,7.88E-05,-0.427837586,0.545,0.448,1,NO
Galnt13,4.31E-06,-0.42794301,0.818,0.809,0.173369287,NO
Cad,0.006538226,-0.427969732,0.448,0.354,1,NO
Oxsr1,3.25E-09,-0.428093652,0.896,0.784,0.000130851,NO
Lmbrd2,1.00E-06,-0.428119877,0.77,0.676,0.040406746,NO
Entpd5,0.002147336,-0.428135162,0.5,0.446,1,NO
Stk25,2.00E-10,-0.428250347,0.905,0.818,8.04E-06,NO
Ociad2,1.39E-05,-0.428257333,0.748,0.606,0.558545416,NO
04-Mar,4.75E-05,-0.428389887,0.696,0.633,1,NO
Zfp866,0.002256239,-0.428447008,0.432,0.374,1,NO
Stx1b,5.83E-09,-0.428451335,0.941,0.912,0.00023433,NO
Tmem126b,0.000164586,-0.42849111,0.534,0.432,1,NO
Strbp,3.18E-23,-0.428682774,0.989,0.977,1.28E-18,NO
Pdhb,2.55E-17,-0.428733009,0.971,0.903,1.03E-12,NO
Mirg,6.57E-09,-0.428760826,0.849,0.813,0.000264239,NO
Ift88,1.31E-05,-0.42890564,0.757,0.651,0.526255371,NO
Speer4b,0.023931871,-0.428940056,0.113,0.108,1,NO
Gm13630,0.005289862,-0.428951891,0.264,0.252,1,NO
Rbm48,3.71E-05,-0.429199345,0.597,0.538,1,NO
Clip3,3.61E-12,-0.429310524,0.946,0.91,1.45E-07,NO
Malat1,3.73E-26,-0.429332426,1,1,1.50E-21,NO
Taf2,0.000120574,-0.429340046,0.694,0.599,1,NO
Rabepk,0.000249903,-0.429483094,0.655,0.559,1,NO
Xkr4,4.28E-16,-0.429561083,0.971,0.962,1.72E-11,NO
Fbxo3,6.93E-09,-0.429576161,0.851,0.759,0.000278647,NO
4932438A13Rik,3.40E-14,-0.429720511,0.95,0.903,1.37E-09,NO
Proser1,1.77E-05,-0.429848743,0.682,0.525,0.711710577,NO
Snx16,4.09E-05,-0.429851618,0.664,0.523,1,NO
Mettl2,0.0001559,-0.429987841,0.545,0.459,1,NO
Abcd4,0.003609957,-0.430081086,0.462,0.369,1,NO
Ppapdc1b,0.000591259,-0.430081514,0.541,0.444,1,NO
Cemip,0.004288457,-0.430116857,0.437,0.394,1,NO
Cxx1a,6.02E-12,-0.430210226,0.788,0.739,2.42E-07,NO
Tmem19,0.000174253,-0.430277676,0.545,0.453,1,NO
Kcnj6,6.18E-06,-0.430344127,0.833,0.761,0.248417165,NO
Fam161b,0.01555096,-0.43035847,0.419,0.367,1,NO
4933404O12Rik,1.92E-06,-0.430452552,0.498,0.417,0.077162595,NO
Fahd1,0.020235913,-0.430470909,0.338,0.234,1,NO
Cyb561,0.000208786,-0.430501801,0.561,0.446,1,NO
Cgref1,0.001028503,-0.430531617,0.507,0.444,1,NO
Prmt7,8.99E-06,-0.430588847,0.732,0.655,0.361371061,NO
2310057M21Rik,0.000584538,-0.430609039,0.523,0.426,1,NO
Rlf,1.03E-08,-0.430670467,0.876,0.804,0.000412853,NO
Zfp316,0.019843643,-0.430804815,0.385,0.302,1,NO
Spock2,5.71E-16,-0.430921239,0.959,0.939,2.30E-11,NO
Hr,0.062584858,-0.430966005,0.203,0.182,1,NO
Snora64,3.52E-06,-0.431174614,0.189,0.223,0.141639705,NO
Ippk,0.000199787,-0.431199076,0.592,0.52,1,NO
Plcb1,3.95E-17,-0.431207401,0.989,0.968,1.59E-12,NO
Timeless,0.143059338,-0.431288654,0.146,0.115,1,NO
Nipsnap1,9.64E-07,-0.431459477,0.752,0.687,0.038770664,NO
0610007P14Rik,1.49E-06,-0.431521829,0.755,0.707,0.059754632,NO
Tmem184c,1.63E-05,-0.431661566,0.651,0.52,0.65719724,NO
Gm26839,2.71E-10,-0.431668291,0.836,0.804,1.09E-05,NO
Tmem181a,3.36E-11,-0.431688151,0.899,0.865,1.35E-06,NO
Tox2,3.47E-05,-0.4317073,0.68,0.613,1,NO
Gm32739,0.001037271,-0.431886864,0.491,0.439,1,NO
Qsox2,0.0058546,-0.432004069,0.462,0.378,1,NO
4930402H24Rik,9.54E-17,-0.432016228,0.962,0.95,3.84E-12,NO
Maoa,0.001114928,-0.432041151,0.55,0.484,1,NO
Mto1,2.56E-05,-0.432046795,0.574,0.505,1,NO
Rnf8,1.09E-06,-0.432251006,0.815,0.673,0.043985891,NO
Fcho1,1.39E-05,-0.432418069,0.7,0.604,0.559981359,NO
Vps33b,0.000104726,-0.432500814,0.698,0.637,1,NO
Nrcam,5.29E-12,-0.432720664,0.959,0.93,2.13E-07,NO
Mrgbp,0.000509741,-0.43280391,0.597,0.505,1,NO
Pacsin1,1.93E-24,-0.432816978,0.991,0.984,7.74E-20,NO
Unc80,6.10E-16,-0.432919305,0.968,0.921,2.45E-11,NO
Map1b,4.66E-27,-0.432945251,0.998,0.993,1.87E-22,NO
Clcn3,1.43E-16,-0.432979803,0.971,0.939,5.75E-12,NO
Trim3,1.32E-08,-0.433149392,0.842,0.73,0.000532435,NO
Cd46,3.49E-06,-0.433173638,0.689,0.622,0.140233051,NO
Magi2,4.35E-19,-0.433351789,0.998,0.989,1.75E-14,NO
Atpaf2,4.39E-05,-0.433384768,0.606,0.507,1,NO
