"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astrocyte","Endothelial","GABAergic","Microglia","Oligo.OPC"
"15","BT170919-01_E1-50_S68","Glutamatergic","Superficial.Layers_on",268.089610516892,1.22509244484691,NA,0.512111237131903,Inf,0.0225925400504421,NA,0.0783686802521114,0.474039027342698,0.069041458722777
"16","BT170919-01_E1-50_S83","Glutamatergic","Superficial.Layers_on",98.7987201209473,0.451481746522552,NA,0.348420576269572,-Inf,0.0232858011706941,NA,-0.00535056203201872,0.0405574951869928,-0.0185980506051515
"17","BT170919-01_E1-50_S88","Glutamatergic","Deep.Layers_on",96.2975981541954,0.440052338201952,NA,0.320849420178642,-Inf,0.0823006781133442,NA,0.124048083836635,0.0929186261484585,0.0993249607628989
"18","BT170919-02_E1-50_S44","Glutamatergic","Superficial.Layers_on",109.197235493798,0.498999972224556,NA,0.206154574341674,-Inf,0.0524564078885893,NA,0.00605145064131273,0.59909342983579,0.0358668613422979
"19","BT170919-02_E1-50_S46","Glutamatergic","Superficial.Layers_on",112.00121759092,0.511813364269279,NA,0.15756885945352,-Inf,0.0851398546299315,NA,0.0694613896872893,0.487267096723096,0.00315178744515879
"20","BT170919-02_E1-50_S53","Glutamatergic","Deep.Layers_on",131.553332898583,0.601160910032094,NA,0.350017267090555,-Inf,0.0618691134446551,NA,0.0228982144400934,0.215964528705958,-0.0156523991112323
"21","huPSX041217_E1-50_S01","Glutamatergic","Superficial.Layers_on",280.14263156388,1.28017128581272,NA,0.498191934878026,Inf,-0.0328437440937821,NA,0.0112912559245606,0.323098597713125,0.114123788149136
"22","huPSX041217_E1-50_S02","Glutamatergic","Superficial.Layers_on",210.789962053215,0.963249524899774,NA,0.477135468863639,-Inf,0.0671368229161341,NA,0.142548171136372,0.156550995135826,0.0308223142084352
"23","huPSX041217_E1-50_S03","Glutamatergic","Superficial.Layers_on",204.900267481139,0.936335313980541,NA,0.523078415883308,-Inf,0.0792117849182079,NA,0.0655044453155919,0.294452873467154,0.0258449694021062
"24","huPSX041217_E1-50_S04","Glutamatergic","Deep.Layers_on",142.969779180276,0.653330787334453,NA,0.342758376240633,-Inf,0.168071380666614,NA,0.0257738661275489,0.292259224931635,0.0167260624390068
"25","huPSX170327_E1-50_S04","Glutamatergic","Superficial.Layers_on",178.219558279521,0.81441214357853,NA,0.349318336451425,-Inf,0.540485906792619,NA,0.623289684120273,0.609120679159218,0.207426199744173
"26","huPSX170327_E1-50_S15","Glutamatergic","Superficial.Layers_on",127.749140124966,0.583776842754315,NA,0.281707988040835,-Inf,0.0751687998936248,NA,-0.0164005368899446,0.335348500299035,-0.000181894115364267
"27","huPSX170327_E1-50_S22","Glutamatergic","Superficial.Layers_on",184.369998224154,0.842517885886587,NA,0.318202097145954,-Inf,0.228840477710485,NA,0.121309162166191,0.485567352367536,-0.0444778534032792
"28","huPSX170327_E1-50_S39","Glutamatergic","Superficial.Layers_on",146.131384862197,0.667778416345655,NA,0.427537091403264,-Inf,0.044658142608968,NA,0.0051773614702458,0.102905953497824,0.0692778699525995
"29","huPSX170327_E1-50_S42","Glutamatergic","Superficial.Layers_on",170.219503101786,0.777854191415802,NA,0.436860426276117,-Inf,0.131008391474725,NA,0.268805730883888,0.227958099085446,0.156835151146866
"30","PS061517_E1-50_S03","Glutamatergic","Superficial.Layers_on",208.888233832264,0.954559173673003,NA,0.427476430686546,-Inf,0.137265872861091,NA,0.219514564551643,0.557009291374122,0.0661098570157997
"31","PS061517_E1-50_S05","Glutamatergic","Superficial.Layers_on",171.499610063385,0.783703912202172,NA,0.522719540826014,-Inf,0.0917272440994445,NA,0.108032726962577,0.103077234780083,-0.0269385227344973
"32","PS061517_E1-50_S41","Glutamatergic","Superficial.Layers_on",101.775906135337,0.465086630673418,NA,0.292004156493118,-Inf,0.0665282677076173,NA,0.0385827531632797,0.0300595245624448,0.0233847274515377
"33","PS061517_E1-50_S58","Glutamatergic","Superficial.Layers_on",210.822921298413,0.963400139174612,NA,0.497765958067187,-Inf,0.170214789161475,NA,0.162586988311779,0.250731051903803,0.158769973026776
"34","PS061517_E1-50_S59","Glutamatergic","Deep.Layers_on",127.421128622836,0.582277924492217,NA,0.37656129262659,-Inf,0.146011098898614,NA,0.10854233632577,0.03106036848349,0.0376070695143363
"35","PS061517_E1-50_S60","Glutamatergic","Deep.Layers_on",124.551063535337,0.569162552180197,NA,0.359271110802918,-Inf,0.0333753129589357,NA,0.13089628308839,0.091409594328531,0.0701882805112625
"36","PS061517_E1-50_S61","Glutamatergic","Superficial.Layers_on",217.059107261402,0.99189771613475,NA,0.560084329017777,-Inf,0.087350351873649,NA,0.164620891691042,0.159294489662827,0.0930142988220981
"37","PS061517_E1-50_S62","Glutamatergic","Superficial.Layers_on",107.650834513568,0.491933364332028,NA,0.342839118565251,-Inf,0.0611312565755767,NA,0.216268111494192,0.201077674235471,0.0707195712876551
"38","PS061517_E1-50_S63","Glutamatergic","Superficial.Layers_on",148.080185655037,0.676683875692692,NA,0.445452316757347,-Inf,0.0832394626525002,NA,0.203540556020291,0.0664112321363722,0.141072627389463
