"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Microglia","Oligo","Peri","SMC","VLMC"
"2540","SM-GE8WI_S166_E1-50","GABAergic","Sst_on",166.187714255184,0.754718042931713,NA,0.456475163966604,-Inf,0.0645386823975835,NA,0.0483266122772189,0.0151446266909756,0.0304862661899135,NA,NA,0.0109147451733487
"2541","SM-GE8WI_S167_E1-50","GABAergic","Sst_on",155.373545331944,0.705607021444597,NA,0.30329996656508,-Inf,0.321308299406467,NA,0.0711788193943294,0.331876632183309,0.12320724222861,NA,NA,0.00989435936689623
"2542","SM-GE8WI_S168_E1-50","GABAergic","Sst_on",170.451145820214,0.774079815499281,NA,0.437352384110793,-Inf,0.0558220921213753,NA,0.0604063263417873,0.0199651464414795,0.0211440392088443,NA,NA,0.00162832090046472
"2543","SM-GE8WI_S169_E1-50","GABAergic","Sst_on",177.23832030137,0.804902810233947,NA,0.464485753117544,-Inf,0.109831341917466,NA,0.0375979155177886,0.026578530975614,0.0652822379668042,NA,NA,-0.0152127357347362
"2544","SM-GE8WI_S171_E1-50","GABAergic","Sst_on",156.285583598565,0.709748914476513,NA,0.23460667699483,-Inf,0.437998020248671,NA,0.111631335541977,0.641453267889482,0.0706656627250661,NA,NA,0.0342226505101973
"2545","SM-GE8WI_S172_E1-50","GABAergic","Sst_on",201.857197043853,0.916705963418504,NA,0.302965227338926,-Inf,0.348430259808885,NA,0.120487951221713,0.541742622511494,0.249904527055277,NA,NA,0.0166387947244426
"2546","SM-GE8WI_S173_E1-50","GABAergic","Sst_on",151.740489592268,0.689108011695301,NA,0.274443739154665,-Inf,0.138737102022926,NA,0.450539292457805,0.322202679948899,0.102734715663658,NA,NA,0.0397239075307233
"2547","SM-GE8WI_S177_E1-50","GABAergic","Sst_on",121.001516658488,0.549511305655465,NA,0.24536634445071,-Inf,0.0342534665902716,NA,0.0593950572791882,0.249924958286268,0.0506175732296832,NA,NA,-0.0245974531118414
"2548","SM-GE8WI_S178_E1-50","GABAergic","Pvalb_on",178.068470299187,0.80867281925357,NA,0.487491876118125,-Inf,0.225158588535362,NA,0.387931164935685,0.107674692629808,-0.0155579036897913,NA,NA,0.0521094465217081
"2549","SM-GE8WI_S179_E1-50","GABAergic","Sst_on",180.61802076294,0.820251242754865,NA,0.379307458649456,-Inf,0.133122817403337,NA,0.0984284867616398,0.0449179383689556,0.34460812029224,NA,NA,0.0103400607266518
"2550","SM-GE8WI_S180_E1-50","GABAergic","Sst_on",190.747562149575,0.866253124935991,NA,0.407305355151187,-Inf,0.0999038419430456,NA,0.237179961858555,0.0659254948024016,0.0550657298189867,NA,NA,-0.025192724544105
"2551","SM-GE8WI_S181_E1-50","GABAergic","Vip_on",201.007212448088,0.91284587837243,NA,0.263639382296945,-Inf,0.413378548859087,NA,0.0371046862814165,0.247464599477938,0.626326527579714,NA,NA,0.03571634493234
"2552","SM-GE8WI_S182_E1-50","GABAergic","Sst_on",192.184747361171,0.872779898681493,NA,0.371112315641786,-Inf,-0.0144982298044193,NA,0.195442484982051,0.260346172586731,0.0250171891585243,NA,NA,-0.0254620203379712
"2553","SM-GE8WI_S183_E1-50","GABAergic","Vip_on",220.259720100319,1.00027842392455,NA,0.43359216730171,Inf,0.0942045433638232,NA,0.0501349245872346,0.0379289425754318,0.172529569952975,NA,NA,0.00632195530180276
"2554","SM-GE8WI_S184_E1-50","GABAergic","Pvalb_on",202.935168533924,0.921601418759287,NA,0.460777655477512,-Inf,0.0876274883582103,NA,0.00832782754493843,0.0136879113036854,0.0757151342738456,NA,NA,0.000465517186230799
"2555","SM-GE8WI_S185_E1-50","GABAergic","Sst_on",203.464593065114,0.924005725526791,NA,0.31211233636123,-Inf,0.0306068576852715,NA,0.127332575998285,0.312364209402907,0.170463389709674,NA,NA,-0.0248546799046979
"2556","SM-GE8WI_S186_E1-50","GABAergic","Vip_on",239.32368243142,1.08685471751843,NA,0.464955513146246,Inf,0.0916064120694445,NA,0.115613504612205,0.0314080332743287,0.0678286857516076,NA,NA,0.00730036533520598
"2557","SM-GE8WI_S187_E1-50","GABAergic","Sst_on",217.895846463974,0.989543225522217,NA,0.400826458400005,-Inf,0.367621586783045,NA,0.0979131582077403,0.152585860115055,0.0775463683584191,NA,NA,0.0126106818102803
"2558","SM-GE8WI_S188_E1-50","GABAergic","Sst_on",170.02170348814,0.772129563774188,NA,0.319479220601663,-Inf,0.657460849886467,NA,0.165713856445606,0.332140762913512,0.0697938739036816,NA,NA,0.0736890713644054
"2559","SM-GE8WI_S189_E1-50","GABAergic","Sst_on",181.91146467905,0.826125235699433,NA,0.292431870860418,-Inf,0.520144677530035,NA,0.207050394059878,0.432564108707041,0.124945846613521,NA,NA,0.0506758954600568
"2560","SM-GE8WI_S190_E1-50","GABAergic","Sst_on",183.654412129523,0.834040585487168,NA,0.459037034891762,-Inf,0.098264852339239,NA,0.204704973709759,0.0112474856376736,0.0447383417825296,NA,NA,-0.0131752799943416
"2561","SM-GE8WI_S191_E1-50","GABAergic","Sst_on",195.363254546248,0.887214640340448,NA,0.334531254681564,-Inf,0.234506924869429,NA,0.448453193028926,0.532838350010973,0.127598934937057,NA,NA,0.0781152004067847
"2562","SM-GE8WI_S192_E1-50","GABAergic","Sst_on",198.474335188831,0.901343173875532,NA,0.356003169542844,-Inf,0.347341368296652,NA,0.573733133072037,0.577643725891988,0.128069850558679,NA,NA,0.022915770289223
