ephys_session_id,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,slow_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,slow_trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
770611326,0.030282952,9.000180004,0.07304,0.123255657,0.07028,0.1033825,0.10838,170,-41.51875305,46.36249924,-57.65000153,-53.46250153,-57.65000153,,0.00094,1.260064217,0.70936,0.71176,0.7554,0.7554,0.45698,-79.08551788,130,0.1650033,0.007618859,-87.64375305,107.812494,0.01813687
611616224,,1.00002,,,0.18408,,,230,-37,51.84375,-50.78125381,-49.09375381,-50.78125381,-45.96875381,0.0007,1.09934604,0.7668,0.76874,0.81374,0.81374,0.56274,-73.85196933,190,0.073940873,0.017477555,-84.03125763,86.58860624,0.02130251
672650708,0.062737554,8.000160003,0.06248,0.199476411,0.07684,0.121417143,0.12938,239.9999847,-37.15625,46.53125381,-51.21875,-47.18750381,-51.21875,-46.40625,0.00084,1.321501652,0.67142,0.67408,0.71904,0.71904,0.33778,-80.89384537,200,0.077803278,0.04436367,-88.96875,64.84375149,0.01667788
758763787,,1.00002,,,0.06646,,,190,-27.63125038,63.16249847,-41.92500305,-38.66875076,,,0.00102,1.459822632,0.65104,0.65394,0.70618,,,-60.09225803,150,0.029310931,0.024248147,-69.51875305,89.21889961,0.032979579
592558145,0.321139982,6.000120002,0.00982,1.066411326,0.05852,0.132048,0.0323,90,-46.59375,41.9375,-60.71875381,-60.68750381,,,0.00094,1.299109168,0.67272,0.67518,0.67542,,,-66.52550107,50,0.148440469,0.075643651,-87.00000763,163.2693261,0.039818016
758294414,0.060852099,8.000160003,0.0725,0.188341576,0.0806,0.128531429,0.13612,140,-25.98750114,49.25000381,-41,-35.95625305,-41,,0.00102,1.302889232,0.73236,0.73508,0.79576,0.79576,0.50638,-67.06454468,100,0.140002797,0.007642072,-76.79999542,115.7810166,0.016977576
732063450,0.275717761,6.000120002,0.00642,0.776429488,0.0819,0.156528,0.23918,200,-33.68750381,50.62500381,-42.1875,-42.15625381,,,0.0009,1.297301227,0.66812,0.6701,0.67008,,0.0077,-70.50877108,160,0.078422621,0.038267124,-80.28125,88.90625089,0.018666316
732791475,0.547667981,4.000080002,0.0091,0.706437322,0.0918,0.281,0.35644,220,-34.03125381,48.5,-41.59375381,-41.53125381,,,0.001,1.581873023,0.6633,0.66598,0.66602,,0.01076,-66.68476817,180,0.04723624,0.105353206,-72.68750763,42.34374687,0.02201356
591399423,0.333302281,4.000080002,0.0355,0.486041273,0.0404,0.09388,0.09926,70,-36.03125,44.84375381,-50.37500381,-50.21875381,,,0.00148,2.359860535,0.61532,0.61978,0.6203,,0.18826,-62.483752,29.99999809,0.079728484,0.027938219,-99.50000763,461.0795677,0.061454052
770369639,0.24351688,6.000120002,0.01132,0.474477244,0.0487,0.181704,0.22028,180,-41.3125,55.07500458,-49.38750458,-49.33125305,,,0.00098,1.519543268,0.61508,0.61778,0.618,,0.01964,-64.75291214,140,0.131917532,0.132972702,-70.91875458,78.43741775,0.015515371
737158405,,2.000040001,0.01686,0,0.07092,0.01686,0.01686,170,-31.90625,53.05625153,-52.44374847,-44.06874847,,,0.0012,1.674175487,0.71942,0.72272,0.86204,,,-64.32409935,130,0.019149319,0.04675743,-70.76875305,81.87503368,0.026801061
720828198,0.073119268,6.000120002,0.12114,0.184567781,0.05314,0.185668,0.19712,280,-33.46875381,55.25000381,-46.00000381,-43.50000381,,,0.00098,1.43798441,0.58816,0.59092,0.62326,,,-67.87944576,239.9999847,0.077886168,0.124166101,-78.25000763,72.09824026,0.019954166
695509855,0.958412284,3.000060001,0.0169,0.958412284,0.05544,0.40637,0.40637,160,-43.59375381,44.90625,-58.9375,-55.31250381,,,0.00102,1.370891816,0.62608,0.62846,0.71566,,,-70.83846422,119.9999924,0.077144397,0.159367874,-83.31250763,109.0625376,0.020926413
592598585,,1.00002,,,0.06702,,,190,-42.96875381,41.84375381,-60.84375381,-60.71875381,,,0.00102,1.230470155,0.61014,0.61256,0.61248,,,-67.26839423,150,0.021257032,0.151630864,-78.56250763,79.51382548,0.027154731
596891498,0.058663454,8.000160003,0.06932,0.195451282,0.03972,0.124091429,0.13044,170,-44.31250381,47.46875,-56.68750381,-56.56250381,,,0.00094,1.366757836,0.59904,0.6017,0.60192,,,-64.66614845,130,0.100737311,0.077194452,-74.96875763,86.06770635,0.016007435
695543419,0.078927174,8.000160003,0.0559,0.246064895,0.08442,0.123302857,0.13948,170,-41.46875,43.90625381,-56.81250381,-52.65625381,,,0.00094,1.275860973,0.9909,0.99334,1.06262,,,-81.78854726,130,0.064227226,0.020043842,-94.34375,117.0313582,0.01931757
721549850,0.091221922,5.000100002,0.12106,0.296902949,0.0522,0.20451,0.20261,119.9999924,-40.5,45.78125,-53.50000381,-50.37500381,,,0.00088,1.272042778,0.61864,0.6212,0.66598,,,-62.52634773,80,0.100716309,0.047604956,-81.90625,174.3748784,0.040932268
689309047,0.182004054,6.000120002,0.03188,0.401478859,0.0833,0.159776,0.1864,180,-36.3125,39.68750381,-50.96875,-47.28125381,,,0.00108,1.280264266,0.8137,0.81614,0.90252,,,-74.38987316,140,0.07845792,0.026787281,-86.625,97.18745947,0.021301266
786497311,0.084736742,9.000180004,0.03654,0.265809798,0.05032,0.10756,0.11592,190,-35.16250229,51.6875,-44.39375305,-43.17499924,,,0.00092,1.223427133,0.62098,0.62326,0.6824,,,-65.02980874,150,0.196555655,0.019039208,-75.91874695,99.187769,0.016223796
677094662,,2.000040001,0.0056,0,0.04042,0.0056,0.0056,430,-38.78125,37.96875,-51.71875381,-45.875,,,0.0008,1.139962759,0.56228,0.56404,0.65848,,,-70.13659559,390,0.013246532,0.150336534,-75.50000763,33.54778141,0.012498701
727397252,0.045325308,7.000140003,0.0966,0.151737042,0.07334,0.142846667,0.15227,140,-32.03125381,41.0625,-53.15625381,-46.46875381,-53.15625381,,0.00076,1.109406831,0.69702,0.6994,0.76272,0.76272,0.58962,-70.8153127,100,0.118271596,0.111127362,-86.37500763,172.1558707,0.031576219
774429668,0.196725423,7.000140003,0.01972,0.426274837,0.05334,0.147786667,0.16929,130,-46.18125153,49.04375076,-56.09999847,-54.65625381,,,0.00104,1.61953595,0.62604,0.62918,0.72486,,,-67.21197459,80,0.12866924,0.168055862,-76.90625763,106.2499955,0.022168693
720794892,,1.00002,,,0.04848,,,110,-45.12500381,34.65625381,-66.21875763,-58.65625381,,,0.00096,1.199199159,0.6544,0.65728,0.7493,,,-83.41144007,70,0.081251625,0.069865197,-99.03125763,135.9371096,0.015509493
768897743,0.046471079,13.00026001,0.0291,0.19870894,0.0296,0.075676667,0.08055,90,-34.36875153,45.09999847,-50.34999847,-45.32500458,-50.34999847,-44.59999847,0.00088,1.176318708,0.59762,0.59976,0.64566,0.64566,0.40494,-61.9602245,50,0.2350047,0.171939686,-86.24375916,216.1581814,0.017283825
685814239,0.032630912,11.00022,0.05764,0.147157059,0.04116,0.08776,0.09085,80,-40.53125,45.50000381,-54.90625381,-50.8125,-54.90625381,,0.00084,1.225057883,0.65174,0.65422,0.68212,0.68212,0.31436,-61.92085436,40,0.1478601,0.0201938,-89.37500763,304.6875,0.027537811
793615707,,1.00002,,,0.06272,,,360,-47.90625381,41.48125458,-64.55625916,-58.25624847,,,0.00076,1.147538818,0.61356,0.6154,0.68026,,,-74.79738827,320,-1.61E-18,0.175132796,-81.8125,43.70826483,0.017852728
768819554,0.03998442,11.00022,0.04608,0.165336067,0.0659,0.086116,0.09188,130,-35.63125229,47.03125381,-50.10000229,-50.03125381,,,0.00088,1.115410806,0.71058,0.7125,0.71242,,0.36462,-73.1811888,90,0.200004,0.007273087,-89.01874542,125.6026924,0.015861552
596894428,,1.00002,,,0.15166,,,249.9999847,-34.78125,29.15625,-43.68750381,-38.21875,,,0.00142,1.69035288,0.65292,0.65648,0.8,,,-67.35754811,249.9999847,0.004000016,0.028337032,-85.87500763,67.70826876,0.019650223
786484807,0.074858695,7.000140003,0.06728,0.220969001,0.07034,0.13207,0.14266,249.9999847,-42.52500153,51.21875,-53.89375305,-51.85625458,,,0.00088,1.300019502,0.69444,0.6967,0.77244,,,-78.46892014,210,0.145002913,0.032221429,-88.19374847,85.96885204,0.016916878
774415993,,2.000040001,0.02056,0,0.05734,0.02056,0.02056,220,-39.20625305,51.61249924,-55.28750229,-51.16249847,,,0.00138,2.086904497,0.65182,0.6556,0.74668,,,-66.01397133,180,0.050001008,0.192208394,-71.24375916,73.59389961,0.020475159
576134053,,2.000040001,0.0059,0,0.0571,0.0059,0.0059,210,-39.46875,48.75000381,-44.31250381,-44.25,,,0.00088,1.362006387,0.61256,0.6146,0.61466,,0.00758,-64.21261575,200,6.21E-17,0.260744303,-71.75,50.65103993,0.018867133
767829614,0.039467229,9.000180004,0.0711,0.151025937,0.06204,0.110865,0.11589,130,-33.26250076,58.40625381,-45.63750458,-44.42499924,-45.63750458,-42.90000153,0.00092,1.264668498,0.67096,0.6733,0.71336,0.71336,0.31566,-64.43422572,90,0.1750035,0.079839319,-74.26249695,149.9996036,0.031826052
770511337,0.98001674,3.000060001,0.00764,0.98001674,0.05616,0.38232,0.38232,190,-37.95000076,35.66875458,-56.07500458,-47.23749924,,,0.00108,1.368387171,0.63528,0.63778,0.82798,,,-67.31956058,150,0.075863586,0.205523133,-73.91249847,89.84374255,0.020172293
786465191,0.14509619,8.000160003,0.01242,0.372144106,0.05466,0.12634,0.14414,190,-37.69374847,52.16250229,-50.32500076,-46.66875458,,,0.00096,1.368374331,0.63058,0.63296,0.76024,,,-68.30429285,150,0.178451845,0.08355622,-79.26250458,98.03134948,0.0176426
653804519,0.069056648,5.000100002,0.12884,0.175524309,0.06002,0.18435,0.19973,200,-45.40625381,42.96875381,-58.34375381,-53.56250381,,,0.001,1.353506801,0.64254,0.64494,0.71688,,,-77.12364127,160,0.124002485,0.048408616,-87.46875,91.09371156,0.018408383
770516164,0.009926006,5.000100002,0.17614,0.041263561,0.09444,0.17905,0.18045,210,-33.20624924,34.77500153,-49.81250381,-44.27500153,,,0.00122,1.410147004,0.74614,0.749,0.81312,,,-71.96295166,170,0.09310531,0.010965589,-80.23124695,109.8434404,0.01912011
720878765,,1.00002,,,0.0602,,,340,-31.53125191,64,-47.9375,-39.0625,,,0.00102,1.611008012,0.61164,0.61458,0.7015,,,-71.49806833,300,0.045780136,0.09267652,-79.84375,70.3125,0.01800232
770662658,0.050143008,6.000120002,0.13958,0.135498837,0.08508,0.181504,0.18056,210,-27.95000076,58.83125305,-44.09375,-41.63125229,,,0.00102,1.365743681,0.72372,0.72612,0.78474,,,-63.72195816,170,0.1050021,0.066593066,-71.125,92.03128517,0.025212277
794299380,0.119345201,8.000160003,0.0203,0.341645676,0.11714,0.114008571,0.12856,320,-40.60000229,33.23125076,-60.81875229,-50.36250305,,,0.00108,1.33946615,0.84284,0.84548,1.49988,,,-86.577771,280,0.1450029,0.008369363,-95.04374695,64.15633857,0.018613923
676983606,,1.00002,,,0.03812,,,260,-36.81250381,54,-48.96875,-45.84375381,,,0.00082,1.199375218,0.58,0.58206,0.62724,,,-72.38848419,220,-3.21E-18,0.051353756,-80.28125,62.65636533,0.009808826
768848501,0.084553623,7.000140003,0.07268,0.234784399,0.0625,0.147723333,0.16367,260,-40.81250381,23.57500076,-48.49375153,-48.36874771,,,0.00146,1.643484704,0.65168,0.65546,0.6557,,,-69.08679708,220,0.136209609,0.044595495,-75.97499847,98.74972701,0.016593826
611926417,0.268168504,5.000100002,0.026,0.501627446,0.1082,0.19046,0.23957,130,-41.46875,41.34375381,-56.53125381,-52.03125381,,,0.00112,1.433273981,0.7776,0.78034,0.88896,,,-72.42423987,90,0.100791143,0.042784978,-89.65625763,147.265628,0.038751065
677060420,0.142034969,7.000140003,0.03114,0.350033153,0.06916,0.133323333,0.15021,320,-43.90625381,47.71875381,-55.28125,-51.40625381,-55.28125,,0.00084,1.358963057,0.64478,0.64712,0.71558,0.71558,0.73406,-80.53625422,280,0.093415042,0.004361588,-86.59375763,47.03120887,0.012283986
653854226,,1.00002,,,0.26548,,,190,-39.84375381,32,-55.56250381,-51.34375381,,,0.0012,1.460317176,0.7666,0.76994,0.83174,,,-75.38177967,190,0.068270596,0.032352544,-86.4375,97.9687497,0.025531885
689323420,,1.00002,,,0.17642,,,40,-38.9375,49.50000381,-54.43750381,-54.40625,,,0.0009,1.182160313,0.67748,0.67976,0.6798,,,-55.0169949,40,0.131252624,0.030324943,-74.43750763,183.4376156,0.02987175
768852808,0.065923371,14.00028001,0.01794,0.293491477,0.03618,0.069269231,0.07392,59.99999619,-33.61249924,45.32500458,-43.14375305,-42.64375305,-43.14375305,,0.00124,1.735506471,0.644,0.6482,0.6979,0.6979,0.20702,-60.14977239,20,0.277946741,0.056210153,-99.11875153,324.0818679,0.036794893
696109719,0.184378696,5.000100002,0.06358,0.46082533,0.10186,0.21851,0.23258,100,-34.4375,48.5,-45.84375381,-45.78125,,,0.00092,1.302703513,0.60292,0.60518,0.60524,,0.06358,-64.1654911,100,0.100002,0.005556023,-83.18750763,226.5623063,0.033425839
720862313,0.315384441,5.000100002,0.00936,0.55297141,0.08002,0.220105,0.28845,390,-35.37500381,56.40625381,-42.1875,-42.00000381,,,0.00106,1.705238872,0.62446,0.62738,0.6275,,0.0114,-71.30861664,350,0.053932285,0.107296139,-76.84375,44.37511414,0.017844151
758303261,0.028565126,11.00022,0.05956,0.135203372,0.0689,0.092764,0.09606,150,-30.82500076,61.20000458,-46.34375,-42.87500381,-46.34375,,0.00092,1.319340121,0.7513,0.75396,0.80592,0.80592,0.37448,-72.96606731,110,0.2300046,0.027986923,-81.76875305,95.93753517,0.014101992
798172866,0.040184446,22.00044001,0.01078,0.255972196,0.02834,0.046241905,0.0517,70,-33.20624924,56.84375381,-41.90625381,-41.79375076,,,0.0009,1.407216234,0.58812,0.59074,0.59096,,0.01944,-62.27443452,29.99999809,0.380007591,0.143549994,-100.9187546,314.5558536,0.035094513
592598056,,1.00002,,,0.06048,,,130,-35.06250381,32.50000381,-56.43750381,-56.34375381,,,0.00112,1.145886248,0.5913,0.59424,0.59448,,,-54.11322262,90,0.078701939,0.005024878,-68.34375,118.8802049,0.027349429
769293657,0.131434332,8.000160003,0.03276,0.341549307,0.04502,0.133288571,0.1456,90,-43.69375229,47.69375229,-57.61249924,-57.06874847,,,0.0009,1.35845887,0.6389,0.6415,0.72706,,,-64.30581919,50,0.166179794,0.322430968,-78,205.1561177,0.037697892
768857387,0.04135781,11.00022,0.04538,0.177227048,0.08354,0.084364,0.08846,190,-37.06250381,41.48125458,-48.09375,-47.80625153,,,0.00096,1.258240573,0.76464,0.76692,0.81692,,0.2665,-77.35329151,150,0.1850037,0.02079772,-84.80625916,93.2815522,0.014779349
811939078,0.015428234,9.000180004,0.0894,0.069059744,0.08808,0.10515,0.10555,130,-37.96875,45.76250076,-52.94375229,-50.59375381,-52.94375229,,0.001,1.328490474,0.9035,0.90614,0.956,0.956,0.40912,-70.52588515,90,0.164658466,0.018589674,-85.71250916,129.8126131,0.025867
770307186,0.306347875,5.000100002,0.01256,0.540440637,0.08058,0.19541,0.25402,230,-38.36249924,39.09999847,-49.81875229,-47.86249924,,,0.00112,1.436961464,0.70088,0.70354,0.81844,,,-68.43212605,190,0.100002023,0.050609261,-74.61249542,82.18745887,0.023020202
774420835,0.243321176,4.000080002,0.13412,0.374528899,0.04798,0.250373333,0.25324,190,-42.91250229,50.5625,-56.21250153,-54.75624847,,,0.00116,1.752174201,0.61692,0.62036,0.68682,,,-65.09543193,150,0.104821374,0.141834751,-70.01250458,73.74992222,0.016763651
793647652,0.027221508,15.00030001,0.0386,0.178791871,0.02578,0.065997143,0.06882,59.99999619,-48.12500381,41.18125153,-64.41874695,-63.65625381,,,0.00136,2.107750031,1.0849,1.0908,1.10066,,,-69.95758184,10,0.263258283,0.10067682,-102.0499954,300.6252348,0.041873041
811954336,0.07067571,12.00024,0.02642,0.350268437,0.04846,0.080505455,0.09392,59.99999619,-38.26875305,49.18124771,-46.30624771,-45.9375,,,0.00138,2.138631582,0.88978,0.89472,0.8965,,0.03422,-59.89706516,20,0.225004521,0.047585413,-99.73125458,245.2416718,0.048590166
571511135,0.035506611,7.000140003,0.10878,0.127086072,0.1015,0.148953333,0.15678,110,-42.46875381,26.40625,-55.53125381,-55.40625381,,,0.00124,1.41862372,0.69868,0.70176,0.76578,,0.29134,-72.58536316,70,0.118731968,0.090868242,-93.34375763,152.716428,0.028485775
793375116,0.314939239,5.000100002,0.01256,0.540701559,0.05582,0.188865,0.24255,220,-43.77500153,47.20625305,-51.23125458,-51.16875458,,,0.00096,1.553929489,0.581,0.58378,0.58404,,0.02156,-71.96245613,180,0.013714562,0.154270723,-81.29375458,67.01564789,0.020216636
601940724,0.355535354,5.000100002,0.01046,0.566837932,0.07144,0.205095,0.24725,230,-44.90625,45,-54.03125381,-53.96875381,,,0.00088,1.333550859,0.6579,0.66028,0.66038,,0.0347,-78.2464558,190,0.097918627,0.103611641,-87.68750763,84.50511098,0.016923404
786464112,0.030911378,12.00024,0.0486,0.147871196,0.06932,0.079296364,0.08168,160,-40.86249924,53.68125153,-53.78125381,-53.73125076,,,0.00086,1.234681419,0.80936,0.81164,0.81174,,0.4685,-80.31186142,119.9999924,0.230004576,0.015332087,-94.40000153,117.6115572,0.01550574
774350500,0.070552229,9.000180004,0.0522,0.230584469,0.0587,0.116665,0.12212,110,-34.22500229,58.13750076,-46.70000458,-42.31874847,-46.70000458,,0.00098,1.48341786,0.68538,0.68818,0.76526,0.76526,0.66492,-65.24401283,70,0.1550031,0.074517578,-79.08125305,180.7813644,0.027308269
685767550,0.118322872,5.000100002,0.11488,0.245681065,0.0625,0.19797,0.21923,270,-33.78125381,57.1875,-47.43750381,-44.1875,,,0.00096,1.399577789,0.64726,0.64986,0.70164,,,-69.09362852,230,0.093873423,0.00879183,-77.90625,81.56234771,0.017508733
674660103,,2.000040001,0.00778,0,0.06112,0.00778,0.00778,360,-42.4375,47.40625381,-59.40625381,-50.15625,,,0.0009,1.378023102,0.63268,0.63494,0.71444,,,-72.72641343,310,0.031423115,0.131674796,-77.34375763,51.09370872,0.016465918
653034589,0.136106674,9.000180004,0.012,0.355994485,0.03868,0.1040725,0.11204,239.9999847,-44.53125381,48.28125381,-52.15625,-52.12500381,,,0.00086,1.360875976,0.53976,0.54202,0.5422,,0.012,-71.91543706,239.9999847,-0.040000797,0.104185626,-81.31250763,70.93746215,0.01833177
596053349,,1.00002,,,0.0566,,,350,-45.3125,45.43750381,-56.50000381,-55.00000381,,,0.00082,1.241639948,0.5971,0.59914,0.65958,,,-73.51003284,300,0.039535674,0.114897296,-80.0625,55.4686524,0.013375251
672646262,0.077794497,17.00034001,0.00784,0.477194634,0.0389,0.05699875,0.06709,70,-37.46875,49.375,-35.90625,-35.84375381,,,0.0012,2.011155913,0.5401,0.54316,0.5432,,0.00784,-65.08582524,70,0.150003,0.045328099,-89.75000763,297.6562381,0.03283068
770275704,0.019773065,15.00030001,0.04076,0.13279531,0.05608,0.06677,0.06986,80,-42.56875229,24.64999962,-53.40625381,-52.48749924,-53.40625381,,0.0009,1.178413435,0.83592,0.83814,0.88542,0.88542,0.32278,-68.34713745,40,0.202590268,0.004791754,-87.91875458,221.6407657,0.03355613
768885416,,2.000040001,0.01132,0,0.05494,0.01132,0.01132,180,-37.34999847,51.66250229,-52.80625153,-46.47500229,,,0.00106,1.607880255,0.61818,0.621,0.7497,,,-63.9502321,140,0.05535825,0.175069571,-69.45625305,82.65628666,0.014175661
689360240,0.03483006,9.000180004,0.06774,0.15044026,0.08502,0.1003475,0.10684,130,-40.09375381,45.78125,-57.84375381,-57.81250381,,,0.00092,1.144697066,0.8423,0.84468,0.8447,,0.4966,-79.69532267,90,0.125002513,0.011508996,-95.31250763,128.7498474,0.019038261
786456524,0.016432181,10.0002,0.0792,0.089121419,0.07818,0.1007,0.10224,180,-38.42500305,48.68125153,-52.40000153,-49.45624924,-52.40000153,-47.38750458,0.00082,1.187663066,0.78172,0.78386,0.82882,0.82882,0.58414,-76.7982822,140,0.185718,0.035214208,-88.48749542,96.18759155,0.011107679
700862472,,2.000040001,0.03456,0,0.04052,0.03456,0.03456,300,-39.0625,57.46875381,-47.59375381,-47.50000381,,,0.00126,2.309684324,0.55274,0.55632,0.55668,,,-60.79227676,260,0.049354441,0.173260003,-67.90625,55.62515184,0.02254326
676983132,,2.000040001,0.33808,0,0.05126,0.33808,0.33808,180,-43.68750381,45.0625,-60.375,-54.50000381,,,0.00082,1.146214765,0.67882,0.68094,0.73034,,,-79.13210869,140,0.110296324,0.014627208,-89.78125763,94.6873799,0.014327998
793560108,,2.000040001,0.37088,0,0.06684,0.37088,0.37088,300,-46.74375153,45.66249847,-61.83750153,-55.66250229,,,0.00082,1.243789093,0.66016,0.66228,0.732,,,-74.11870003,260,0.064656466,0.079115741,-80.79375458,50.73438585,0.017136154
680581408,,2.00001,0.80234,0,0.06054,0.80234,0.80234,249.9999847,-39.53125381,45.875,-59.06250381,-54.43750381,,,0.000845,1.163496023,0.667705,0.669985,0.704625,,,-81.02222443,210,0.011339153,0.002162251,-90.15625763,75.46859235,0.013665068
787239134,0.234881448,7.000140003,0.00694,0.662088328,0.05718,0.15436,0.21472,150,-43.5625,32.25000381,-54.73125458,-50.66250229,,,0.00108,1.314874083,0.63886,0.64124,0.8049,,,-68.14289787,110,0.1400028,0.089930117,-80.23124695,108.5576862,0.019470746
592585099,,1.00002,,,0.36312,,,300,-41.21875,39.875,-56,-55.87500381,,,0.00096,1.230593122,0.87924,0.88194,0.8821,,,-74.96088976,290,-2.13E-17,0.066050239,-84.62500763,75.91142505,0.031326674
695531218,0.033268217,13.00026001,0.04004,0.185081731,0.0589,0.07107,0.07239,130,-40.46875381,52.3125,-48.15625381,-48.03125,,,0.00084,1.180387429,0.6607,0.66302,0.6631,,0.30314,-72.69515483,90,0.140709626,0.012280028,-90.53125,138.593778,0.019009902
769228073,0.02921587,13.00026001,0.04422,0.159140131,0.03038,0.076543333,0.08042,110,-42.48750305,33.10625076,-53.16875458,-47.6875,-53.16875458,,0.00094,1.284941541,0.62168,0.62444,0.6523,0.6523,0.23748,-64.9748121,70,0.235719,0.092028812,-80.38124847,204.5312822,0.024163587
811883172,0.093278031,12.00024,0.01866,0.452051673,0.03686,0.087023636,0.09834,70,-33.09375,53.32500458,-43.5625,-43.34999847,,,0.00148,2.328900239,0.65904,0.66348,0.664,,0.03164,-60.25678507,20,0.181582579,0.095886007,-97.8187561,303.4376204,0.037021134
758996791,,2.000040001,0.13434,0,0.06984,0.13434,0.13434,160,-33.59375,55.44375229,-44.93750381,-44.93125153,,,0.00094,1.330520909,0.64198,0.64454,0.64456,,,-65.04755306,110,0.065421869,0.024294404,-75.86249542,145.0566351,0.027915774
571732666,,2.000040001,0.0089,0,0.08858,0.0089,0.0089,230,-44.09375,53.31250381,-51.46875381,-51.34375381,,,0.00098,1.581900315,0.76214,0.76498,0.76502,,0.00966,-72.01565254,180,0.045306018,0.007062925,-78.65625763,57.52847716,0.039035645
591317862,0.222866053,6.000120002,0.0166,0.449051093,0.05434,0.155,0.18852,150,-55.96875381,26.34375191,-69.31250763,-68.46875763,,,0.00108,1.440648052,0.63072,0.6335,0.73042,,,-77.70057876,90,-0.00119797,0.133146584,-87.40625763,78.38547975,0.026535184
770645870,0.032860412,6.000120002,0.12128,0.100454347,0.11478,0.149128,0.15062,300,-39.47500229,42.43125153,-55.00000381,-51.22499847,,,0.00098,1.330657712,0.80568,0.8081,0.87194,,,-82.98908138,260,0.1300026,0.001208488,-87.88124847,69.8434785,0.014018126
794245838,0.044506343,9.000180004,0.06808,0.168987523,0.08578,0.108065,0.11581,160,-39.42499924,46.65000153,-53.50000381,-49.13125229,,,0.0009,1.362697685,0.92416,0.9271,0.99844,,,-76.2049324,119.9999924,0.165003284,0.029890737,-90.38750458,127.6563555,0.026708713
677060197,0.068889636,9.000180004,0.04242,0.240506911,0.05204,0.10455,0.11669,170,-41.09375,44.8125,-51.375,-46.37500381,-51.375,,0.00082,1.282095052,0.62252,0.62486,0.68154,0.68154,0.5992,-75.85648142,130,0.127887173,0.042442556,-89.37500763,99.7767821,0.017483526
712892003,0.050702254,14.00028001,0.02304,0.215360163,0.03386,0.073983077,0.07916,90,-40.56250381,24.03125191,-53.37500381,-49.50000381,-53.37500381,,0.00084,1.154018763,0.65302,0.6555,0.70362,0.70362,0.50706,-61.20954305,40,0.197932953,0.182724535,-82.46875763,187.6562387,0.02488629
767433000,,1.00002,,,0.06074,,,420,-37.23750305,48.79375076,-51.73125458,-48.43750381,,,0.00088,1.21898532,0.6352,0.63722,0.7064,,,-70.50021362,380,0.0300006,0.078436293,-74.29999542,49.99980703,0.012422056
774619846,0.107534247,7.000140003,0.0576,0.282625418,0.05312,0.149036667,0.16214,150,-50.33124924,44.5,-63.90000153,-59.76250458,,,0.0011,1.573397785,0.6388,0.6416,0.74102,,,-77.08798828,110,0.140428334,0.089393109,-84.63749695,99.37476367,0.018644728
768866897,,1.00002,,,0.0742,,,180,-47.56250381,43.88125229,-63.03125763,-58.00000381,,,0.00094,1.416964744,0.61356,0.61592,0.69888,,,-71.1314226,140,0.0392865,0.261667728,-77.61249542,73.90622795,0.014857927
720856351,0.05179337,10.0002,0.04556,0.202460965,0.05132,0.097517778,0.10536,100,-30.37500191,30.1875,-45,-38.75,-45,,0.00122,1.412736401,0.68592,0.68944,0.7357,0.7357,0.45008,-62.87807465,59.99999619,0.147860098,0.026169769,-83.84375,178.124845,0.021587849
689369740,0.103488662,11.00022,0.02244,0.462985968,0.04474,0.089484,0.09416,59.99999619,-32.59375381,51.81250381,-43.28125381,-42.96875381,,,0.00144,2.175102457,0.77374,0.77846,0.7789,,0.03638,-54.55454483,20,0.162503249,0.104543023,-67.90625,413.6908476,0.046300513
770268530,0.279545708,5.000100002,0.0121,0.546898997,0.047,0.185965,0.23061,210,-43.625,43.58749771,-56.60000229,-54.70000076,,,0.00104,1.354059407,0.60364,0.60594,0.69268,,,-71.90685312,160,0.082941291,0.091955967,-78.95000458,80.68119735,0.016099387
672298648,0.03699425,11.00022,0.04854,0.169507003,0.05514,0.086648,0.0919,110,-38.75,47.87500381,-52.84375381,-52.71875,-52.84375381,-49.53125,0.00088,1.170048993,0.725,0.72708,0.76834,0.76834,0.41084,-72.41770342,70,0.14310631,0.024637062,-90.15625763,149.218753,0.018801071
592518561,,2.000040001,0.01956,0,0.10162,0.01956,0.01956,130,-38.65625381,50,-54.46875,-54.3125,,,0.00114,1.599241902,0.61978,0.6227,0.62286,,0.01446,-64.09958677,90,-0.002156803,0.128522813,-80.71875763,139.8438364,0.028646936
737293859,0.226366818,7.000140003,0.02284,0.991332084,0.07426,0.15164,0.06437,70,-33.54375076,55.11875153,-42.82500076,-42.61875153,,,0.00176,2.799314284,0.63936,0.64514,0.64638,,0.02686,-63.25235621,50,0.150003,0.055989649,-87.06874847,314.9997592,0.054038695
695510714,0.050808073,6.000120002,0.12234,0.142056937,0.0709,0.166776,0.17746,150,-33.28125,49.18750381,-48.96875,-44.53125381,,,0.00088,1.223164876,0.76308,0.76538,0.7973,,,-71.77842395,110,0.1257168,0.045087162,-91.00000763,157.9688638,0.022648462
770581820,0.034251816,10.0002,0.06148,0.130342296,0.0586,0.094308889,0.09658,180,-38.74374771,46.35625458,-54.25,-54.24375153,,,0.00092,1.199782894,0.6488,0.65102,0.65106,,0.36106,-77.71125507,140,0.1650033,0.017658666,-87.09375763,115.3127626,0.017651922
