cell_specimen_id,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau,hero_adapt,hero_avg_rate,hero_first_isi,hero_isi_cv,hero_latency,hero_mean_isi,hero_median_isi,hero_stim_amp,rheo_threshold_v,rheo_trough_v,rheo_fast_trough_v,rheo_slow_trough_v,rheo_adp_v,rheo_width,rheo_upstroke_downstroke_ratio,rheo_peak_t,rheo_fast_trough_t,rheo_trough_t,rheo_slow_trough_t,rheo_peak_v,qc_blowout_mv,qc_electrode_0_pa,qc_recording_date,qc_seal_gohm,qc_input_resistance_mohm,qc_initial_access_resistance_mohm,qc_input_access_resistance_ratio,file_id,file_name
737158657,-64.32409934997558,130.0,0.019149319156595908,0.046757429838180535,-70.76875305175781,81.8750336766243,0.026801060655782773,,2.0000400008000163,0.016859999999999986,0.0,0.07091999999999997,0.016859999999999986,0.016859999999999986,170.0,-31.90625,-52.443748474121094,-44.068748474121094,,,0.0011999999999999786,1.674175487457226,0.7194200000000001,0.72272,0.8620399999999999,,53.0562515258789,,-57.99562454223633,2018-08-15 18:01:08,1.199635328,71.247592,5.73779,0.08053310770138028,737158405,sub-736890023_ses-737158405_icephys.nwb
720828249,-67.87944575718471,239.9999847412109,0.07788616828317887,0.1241661012172699,-78.25000762939453,72.09824025630952,0.019954165788283445,0.07311926811531104,6.000120002400049,0.12114000000000005,0.18456778121513748,0.05313999999999997,0.185668,0.19712,280.0,-33.468753814697266,-46.00000381469727,-43.50000381469727,,,0.0009799999999999807,1.4379844096630148,0.58816,0.5909199999999999,0.6232599999999999,,55.25000381469727,,104.5250015258789,2018-07-18 03:11:36,1.138860032,76.17636,6.0770295,0.07977579264748276,720828198,sub-720619787_ses-720828198_icephys.nwb
695509869,-70.83846421675248,119.99999237060548,0.07714439687004539,0.1593678742647171,-83.31250762939453,109.06253755092621,0.020926412714173264,0.9584122843713854,3.0000600012000245,0.016900000000000137,0.9584122843713854,0.05543999999999994,0.40637,0.40637,160.0,-43.59375381469727,-58.9375,-55.31250381469727,,,0.0010200000000000207,1.3708918163613724,0.62608,0.62846,0.7156600000000001,,44.90625,,103.41999816894531,2018-05-09 02:24:53,1.214651264,109.74168799999998,7.0719175000000005,0.06444148644770252,695509855,sub-695464588_ses-695509855_icephys.nwb
592598599,-67.26839423179625,150.0,0.0212570317518688,0.15163086354732513,-78.56250762939453,79.5138254761696,0.02715473053923624,,1.0000200004000082,,,0.06702000000000008,,,190.0,-42.96875381469727,-60.84375381469727,-60.71875381469727,,,0.0010200000000000207,1.230470155416609,0.6101399999999999,0.61256,0.6124799999999999,,41.84375381469727,,11.114999771118164,2017-06-01 00:26:35,1.7980942080000002,67.508832,7.5143895,0.11130972462980844,592598585,sub-592433014_ses-592598585_icephys.nwb
596891511,-64.66614845471504,130.0,0.10073731066726133,0.0771944522857666,-74.96875762939453,86.06770634651184,0.01600743525014786,0.058663453893409816,8.000160003200065,0.06932000000000005,0.19545128213449547,0.039719999999999984,0.1240914285714286,0.1304400000000001,170.0,-44.31250381469727,-56.68750381469727,-56.56250381469727,,,0.0009399999999999408,1.3667578361787682,0.59904,0.6016999999999999,0.60192,,47.46875,,-9.8725004196167,2017-06-21 01:10:55,2.217161984,75.800392,12.145263,0.16022691544919715,596891498,sub-596832620_ses-596891498_icephys.nwb
695543474,-81.78854726155599,130.0,0.06422722596711346,0.02004384249448776,-94.34375,117.03135818243028,0.01931756966694136,0.07892717377039335,8.000160003200065,0.05590000000000006,0.2460648951690421,0.08441999999999994,0.12330285714285714,0.13948000000000005,170.0,-41.46875,-56.81250381469727,-52.65625381469727,,,0.0009400000000001627,1.2758609725968324,0.9909,0.99334,1.0626200000000001,,43.90625381469727,,62.22999954223633,2018-05-09 04:08:48,3.4911613439999996,137.3828,8.069484,0.05873722183563008,695543419,sub-695464588_ses-695543419_icephys.nwb
721550181,-62.526347732543954,80.0,0.10071630874030613,0.04760495573282242,-81.90625,174.37487840652466,0.04093226802766742,0.09122192160692988,5.000100002000041,0.12105999999999995,0.2969029486792665,0.05220000000000002,0.20451,0.20261,119.99999237060548,-40.5,-53.50000381469727,-50.37500381469727,,,0.0008799999999999918,1.2720427776406822,0.6186400000000001,0.6212,0.66598,,45.78125,,-18.290000915527344,2018-07-18 20:26:01,1.165229056,104.314824,9.453793,0.0906275123466632,721549850,sub-720619787_ses-721549850_icephys.nwb
689309060,-74.38987315784802,140.0,0.07845791985154056,0.026787281036376957,-86.625,97.18745946884157,0.02130126598428713,0.18200405400915154,6.000120002400049,0.03188000000000013,0.4014788588385777,0.08329999999999993,0.159776,0.18640000000000007,180.0,-36.3125,-50.96875,-47.28125381469727,,,0.0010799999999999699,1.2802642664996078,0.8137000000000001,0.8161400000000001,0.9025200000000001,,39.68750381469727,,37.22249984741211,2018-04-24 23:06:17,2.0171587840000003,109.21068000000001,11.948047,0.10940364989944207,689309047,sub-689168779_ses-689309047_icephys.nwb
786497332,-65.02980873801492,150.0,0.1965556552510361,0.019039208069443703,-75.91874694824219,99.18776899576187,0.0162237962782252,0.08473674156869918,9.000180003600073,0.03654000000000002,0.26580979843198005,0.05032000000000003,0.10755999999999998,0.11591999999999995,190.0,-35.16250228881836,-44.39375305175781,-43.17499923706055,,,0.000920000000000032,1.2234271331463091,0.62098,0.62326,0.6824,,51.6875,,-27.98562431335449,2018-11-28 07:14:24,2.719132928,89.662008,6.507274,0.07257559968989317,786497311,sub-786359945_ses-786497311_icephys.nwb
677094878,-70.13659558977399,390.0,0.013246532205392993,0.15033653378486633,-75.50000762939453,33.5477814078331,0.012498700836998692,,2.0000400008000163,0.005600000000000049,0.0,0.0404199999999999,0.005600000000000049,0.005600000000000049,430.0,-38.78125,-51.71875381469727,-45.875,,,0.0007999999999999119,1.1399627586564942,0.5622799999999999,0.5640399999999999,0.6584800000000001,,37.96875,,59.54249954223633,2018-03-27 22:05:03,5.673993727999999,62.713708,11.044703,0.17611305968385732,677094662,sub-676839274_ses-677094662_icephys.nwb
727397265,-70.81531270345052,100.0,0.11827159620115482,0.11112736165523528,-86.37500762939453,172.15587071010037,0.03157621931458132,0.045325307850281764,7.000140002800058,0.09660000000000002,0.15173704196445512,0.07333999999999996,0.14284666666666668,0.15227000000000002,140.0,-32.031253814697266,-53.15625381469727,-46.46875381469727,-53.15625381469727,,0.0007599999999998719,1.1094068310781868,0.69702,0.6994,0.7627200000000001,0.7627200000000001,41.0625,,56.25749969482422,2018-07-31 03:31:52,2.639870208,181.399664,7.1430605,0.03937747370910235,727397252,sub-727391446_ses-727397252_icephys.nwb
774429713,-67.21197458902995,80.0,0.1286692400514677,0.16805586218833926,-76.90625762939453,106.24999552965164,0.02216869336095021,0.19672542295371886,7.000140002800058,0.01971999999999996,0.4262748365172719,0.05334000000000005,0.14778666666666665,0.16928999999999994,130.0,-46.1812515258789,-56.099998474121094,-54.65625381469727,,,0.0010400000000000411,1.6195359503398639,0.6260399999999999,0.6291800000000001,0.7248600000000001,,49.04375076293945,,16.640625,2018-11-07 04:13:14,2.511490304,87.081808,7.13565,0.08194191374620978,774429668,sub-774230643_ses-774429668_icephys.nwb
720795024,-83.41144006902522,70.0,0.08125162503250072,0.06986519694328308,-99.03125762939452,135.93710958957672,0.015509493372904413,,1.0000200004000082,,,0.04848000000000008,,,110.0,-45.12500381469727,-66.21875762939453,-58.65625381469727,,,0.00095999999999985,1.1991991592967717,0.6544000000000001,0.6572800000000001,0.7493000000000001,,34.656253814697266,,54.8375015258789,2018-07-18 00:16:37,3.4857484800000003,185.417808,12.251342999999999,0.06607425215597415,720794892,sub-720531601_ses-720794892_icephys.nwb
768897784,-61.96022449840199,50.0,0.23500470009400176,0.1719396859407425,-86.24375915527344,216.1581814289093,0.017283824939391974,0.046471078583523784,13.000260005200104,0.029099999999999907,0.19870893987129207,0.029600000000000067,0.07567666666666666,0.08055000000000001,90.0,-34.368751525878906,-50.349998474121094,-45.32500457763672,-50.349998474121094,-44.599998474121094,0.0008799999999999918,1.1763187084399531,0.5976199999999999,0.5997600000000001,0.64566,0.64566,45.68124771118164,,-104.5774917602539,2018-10-26 04:26:41,1.54449472,191.808464,12.863368,0.06706360987281562,768897743,sub-768678784_ses-768897743_icephys.nwb
685814252,-61.920854356553825,40.0,0.14786009989954593,0.02019380033016205,-89.37500762939453,304.6875,0.027537810697604862,0.03263091200620305,11.000220004400088,0.05763999999999993,0.14715705873719218,0.041160000000000085,0.08775999999999999,0.09085,80.0,-40.53125,-54.90625381469727,-50.8125,-54.90625381469727,,0.0008399999999999519,1.225057882645871,0.65174,0.65422,0.6821200000000001,0.6821200000000001,45.50000381469727,,25.707500457763672,2018-04-18 05:36:35,1.12954944,184.633904,19.840138,0.10745663483343773,685814239,sub-685740095_ses-685814239_icephys.nwb
793615764,-74.79738827409415,320.0,-1.606397246286519e-18,0.17513279616832733,-81.8125,43.70826482772827,0.017852728086078577,,1.0000200004000082,,,0.06272,,,360.0,-47.90625381469727,-64.55625915527344,-58.256248474121094,,,0.0007599999999999829,1.1475388175026349,0.61356,0.6154000000000001,0.6802600000000001,,41.48125457763672,,74.00250244140625,2018-12-12 02:51:02,2.7477957120000003,39.238204,5.9287160000000005,0.15109549866247698,793615707,sub-793165711_ses-793615707_icephys.nwb
768819569,-73.18118879530165,90.0,0.2000040000800016,0.007273087278008461,-89.01874542236328,125.60269236564636,0.015861552333129837,0.039984419538205605,11.000220004400088,0.0460799999999999,0.16533606727602262,0.06590000000000007,0.086116,0.09188000000000003,130.0,-35.63125228881836,-50.10000228881836,-50.03125381469727,,,0.0008799999999999918,1.1154108062590242,0.71058,0.7125,0.7124199999999999,,47.03125381469727,,-41.856876373291016,2018-10-25 21:54:24,1.5207632640000002,148.991952,15.327288000000001,0.1028732612349424,768819554,sub-768678784_ses-768819554_icephys.nwb
596894444,-67.35754810680042,249.9999847412109,0.0040000162454778155,0.028337031602859494,-85.87500762939453,67.70826876163483,0.019650222619740896,,1.0000200004000082,,,0.1516599999999999,,,249.9999847412109,-34.78125,-43.68750381469727,-38.21875,,,0.0014199999999999768,1.6903528801466343,0.65292,0.6564800000000001,0.8,,29.15625,,26.934999465942386,2017-06-21 01:45:41,1.86068928,50.7428,10.301007,0.20300430800034688,596894428,sub-596832620_ses-596894428_icephys.nwb
786484903,-78.46892013549805,210.0,0.14500291264674345,0.03222142904996872,-88.1937484741211,85.96885204315186,0.016916877982420656,0.0748586950525049,7.000140002800058,0.06727999999999999,0.2209690011024594,0.07034000000000007,0.13207,0.14265999999999995,249.9999847412109,-42.525001525878906,-53.89375305175781,-51.85625457763672,,,0.0008799999999999918,1.3000195016887697,0.6944400000000001,0.6967,0.77244,,51.21875,,-29.7237491607666,2018-11-28 06:39:42,6.068416512000001,97.658264,11.06356,0.1132885180101092,786484807,sub-786359945_ses-786484807_icephys.nwb
774416149,-66.01397132873535,180.0,0.05000100764954668,0.192208394408226,-71.24375915527344,73.59389960765839,0.02047515920371886,,2.0000400008000163,0.020559999999999908,0.0,0.057340000000000065,0.020559999999999908,0.020559999999999908,220.0,-39.20625305175781,-55.28750228881836,-51.162498474121094,,,0.001380000000000048,2.086904497140106,0.6518200000000001,0.6556000000000001,0.74668,,51.61249923706055,,-26.505624771118164,2018-11-07 00:59:13,1.675984896,67.99139199999999,12.512496,0.18403059022530385,774415993,sub-774230643_ses-774415993_icephys.nwb
576134298,-64.21261575486925,200.0,6.21113912872974e-17,0.2607443034648895,-71.75,50.65103992819786,0.0188671333851278,,2.0000400008000163,0.0059000000000000155,0.0,0.05709999999999992,0.0059000000000000155,0.0059000000000000155,210.0,-39.46875,-44.31250381469727,-44.25,,,0.0008799999999999918,1.3620063865531942,0.61256,0.6146,0.61466,,48.75000381469727,,-5.852499961853027,2017-03-23 23:10:52,1.3938054400000002,60.298284,6.185464,0.10258109501092934,576134053,sub-576060516_ses-576134053_icephys.nwb
767829778,-64.43422571818034,90.0,0.17500350007000132,0.0798393189907074,-74.26249694824219,149.99960362911224,0.03182605207980195,0.039467229304480766,9.000180003600073,0.07110000000000005,0.1510259371864126,0.062039999999999984,0.11086499999999998,0.11589,130.0,-33.262500762939446,-45.63750457763672,-44.42499923706055,-45.63750457763672,-42.900001525878906,0.000920000000000032,1.264668497788093,0.67096,0.6733,0.71336,0.71336,58.40625381469727,,34.811874389648445,2018-10-24 03:26:20,1.4971697919999998,145.05281599999998,15.663835,0.10798711415571552,767829614,sub-767377358_ses-767829614_icephys.nwb
770511487,-67.31956058078343,150.0,0.07586358623724199,0.20552313327789307,-73.9124984741211,89.8437425494194,0.02017229264314861,0.9800167399037456,3.0000600012000245,0.007639999999999979,0.9800167399037456,0.05615999999999999,0.38232,0.38232,190.0,-37.95000076293945,-56.07500457763672,-47.23749923706055,,,0.0010799999999999699,1.3683871712709157,0.6352800000000001,0.63778,0.8279799999999999,,35.66875457763672,,-8.636875152587889,2018-10-31 01:43:54,4.565800960000002,69.52006399999999,8.0748845,0.11615185653453945,770511337,sub-770227957_ses-770511337_icephys.nwb
