"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Macrophage","Oligo","Peri","SMC","VLMC","QC_pass","high_micro"
"4373","SM-J39VK_S088_E1-50","GABAergic","Sst_on",178.847557373696,0.812210933215738,NA,0.170260407265349,-Inf,0.323516082558028,NA,0.128911980829653,0.913877110270711,0.135824346070259,NA,NA,-0.00835291924363112,TRUE,TRUE
"4374","SM-J39VK_S095_E1-50","GABAergic","Sst_on",174.160840259982,0.790926869085666,NA,0.408100495544084,-Inf,0.0438600392128438,NA,-0.0444176369450764,0.0352537350348668,0.0291395114651953,NA,NA,0.020053932319767,TRUE,FALSE
"4375","SM-J39VT_S361_E1-50","GABAergic","Sst_on",149.72471511685,0.679953656489817,NA,0.349911091759493,-Inf,0.177116105830566,NA,0.0829721178980116,0.158409087858059,0.119401386564763,NA,NA,0.0165718225738906,TRUE,FALSE
"4376","SM-J39VT_S362_E1-50","GABAergic","Sst_on",124.630112128506,0.565990059719781,NA,0.0513460280562001,-Inf,-0.0196161724440897,NA,0.0414263891648234,0.961951399618493,0.050373276258082,NA,NA,0.0457841143579537,TRUE,TRUE
"4377","SM-J39VT_S363_E1-50","GABAergic","Sst_on",114.689694384197,0.520847055860974,NA,0.123536066968828,-Inf,0.214977008206417,NA,0.091517990232856,0.822432099440793,0.0672481939155884,NA,NA,0.0374427749223769,TRUE,TRUE
"4378","SM-J39W4_S152_E1-50","GABAergic","Pvalb_on",189.552640573751,0.860826557291054,NA,0.281748143500882,-Inf,0.106846129289028,NA,0.163554764717754,0.546790573422772,0.102301314395145,NA,NA,0.0364671652638139,TRUE,FALSE
"4379","SM-J39W4_S162_E1-50","GABAergic","Pvalb_on",231.508037527338,1.05136106955117,NA,0.329015212426662,Inf,0.0414539156159722,NA,0.110517999886829,0.536247839251725,0.180765591904494,NA,NA,0.0122890235231877,TRUE,FALSE
"4380","SM-J39W4_S180_E1-50","GABAergic","Sst_on",208.916864084609,0.948766444643774,NA,0.312428865762437,-Inf,0.170323823598166,NA,0.0877750169392606,0.522465160797859,0.0934914502219736,NA,NA,-0.00855318682898852,TRUE,FALSE
"4381","SM-J39WD_S107_E1-50","GABAergic","Sst_on",208.888885320515,0.948639383036514,NA,0.470142836105089,-Inf,0.27039253695901,NA,0.228505127282806,0.0547268877015657,0.0112131937047007,NA,NA,-0.00591110532819599,TRUE,FALSE
"4382","SM-J39WD_S108_E1-50","GABAergic","Sst_on",181.65852891201,0.824976563621337,NA,0.412007247738251,-Inf,0.138812924286863,NA,0.423476333211683,0.178234155252061,0.0571702125488799,NA,NA,0.0403289405574539,TRUE,FALSE
"4383","SM-J39WD_S116_E1-50","GABAergic","Sst_on",200.0489290551,0.908493969627722,NA,0.406100288672291,-Inf,0.0604920399596727,NA,0.154636217437403,0.276845846931907,0.000172724532689005,NA,NA,-0.00435842808345977,TRUE,FALSE
"4384","SM-J39WD_S118_E1-50","GABAergic","Pvalb_on",190.32618597177,0.864339504511782,NA,0.327210032159849,-Inf,0.133413597977289,NA,0.0756407395893063,0.271322569783619,0.0642070096095094,NA,NA,0.0299725269586202,TRUE,FALSE
"4385","SM-J39WD_S119_E1-50","GABAergic","Sst_on",185.069159430965,0.840465460631351,NA,0.249870806782657,-Inf,0.700821920744501,NA,0.0872261933780549,0.38214027750484,0.450604649444324,NA,NA,0.0598887961130855,TRUE,FALSE
"4386","SM-J39WD_S123_E1-50","GABAergic","Sst_on",129.724335974505,0.589124758145233,NA,0.197525813872277,-Inf,0.268526038041011,NA,0.509123287172749,0.717390384675172,0.146485078977678,NA,NA,0.0225552689716272,TRUE,TRUE
"4387","SM-J39WG_S193_E1-50","GABAergic","Sst_on",173.285674877423,0.786952429051235,NA,0.480751529682116,-Inf,0.141079651115179,NA,0.133075888992453,-0.00293776668024287,0.0253710946846363,NA,NA,-0.0117030659953905,TRUE,FALSE
"4388","SM-J39WG_S205_E1-50","Glutamatergic","L2.3.IT_on",159.602412000293,0.660694343138588,NA,0.397836436790694,-0.00706691683645991,0.0489670766810341,NA,-Inf,0.0412363003682419,-0.00879973434741093,NA,NA,-0.0106397576697025,TRUE,FALSE
"4389","SM-J39WG_S210_E1-50","Glutamatergic","L2.3.IT_on",242.96958505306,1.00580328572348,NA,0.31198005506164,0.0793026565884262,0.213276684853248,NA,Inf,0.85355503018621,0.0790272635477867,NA,NA,-0.00774138917706314,TRUE,TRUE
"4390","SM-J39WG_S217_E1-50","Glutamatergic","L2.3.IT_on",257.018506567569,1.06396057078893,NA,0.456390859201417,0.0946632861004787,0.19580416683463,NA,Inf,0.269848137189343,0.202884843267401,NA,NA,0.0164693773579667,TRUE,FALSE
"4391","SM-J39WG_S218_E1-50","Glutamatergic","L6.IT_on",118.729178840943,0.491494431961071,NA,0.238954555190797,-0.0306586327959411,0.132386333783026,NA,-Inf,0.206981979827505,0.037489547508671,NA,NA,-0.0273830535775937,TRUE,FALSE
"4392","SM-J39WG_S221_E1-50","Glutamatergic","L2.3.IT_on",230.348856719647,0.953558186719838,NA,0.513348595302327,0.00246453396794875,0.0875706693633752,NA,-Inf,0.0386535536714255,0.0549623147505467,NA,NA,0.00239502646993016,TRUE,FALSE
"4393","SM-J39WG_S222_E1-50","Glutamatergic","L2.3.IT_on",213.775259132777,0.884949686172365,NA,0.417583176498366,0.0334753534978748,0.278640284426909,NA,-Inf,0.109850703677999,0.0723410140700425,NA,NA,0.028455278853072,TRUE,FALSE
"4394","SM-J39WG_S239_E1-50","Glutamatergic","L2.3.IT_on",245.477758433237,1.01618618622682,NA,0.490395111313334,-0.0286628088009236,0.130458679149326,NA,Inf,0.0231438795375457,0.0829198254141882,NA,NA,0.00622545448114822,TRUE,FALSE
"4395","SM-J39WG_S242_E1-50","Glutamatergic","L2.3.IT_on",237.787830245973,0.984352757215377,NA,0.445859634035287,-0.0105344103448087,0.0692880015505381,NA,-Inf,0.150860449280397,0.107981917450727,NA,NA,-0.0273830535775937,TRUE,FALSE
"4396","SM-J39WG_S243_E1-50","Glutamatergic","L2.3.IT_on",222.407827369255,0.92068529272816,NA,0.43313345259538,-0.0297223260597398,0.0856053125561028,NA,-Inf,0.217604373968892,0.00232925833810347,NA,NA,0.0347632922203523,TRUE,FALSE
